LogFilename: 2020-06-09-04:19:27_monitoringLog
JSonLogFilename: 2020-06-09-04:19:27_monitoringLog
[MEA]
opName	opIdx	runtime
query	0	2159435
select	1	2078
select	2	2064
merge_sorted	3	194
my_project_wit_t	4	313
join	5	1999786
my_project_wit_t	6	40759
select	7	144
select	8	99
merge_sorted	9	13
my_project_wit_t	10	19
join	11	10838
my_project_wit_t	12	40924
my_project_wit_t	13	368
select	14	2
my_project_wit_t	15	0
join	16	384
my_project_wit_t	17	40920
my_project_wit_t	18	367
my_project_wit_t	19	1
my_project_wit_t	20	17
my_project_wit_t	21	148
my_project_wit_t	22	1
my_project_wit_t	23	319
my_project_wit_t	24	19154
my_project_wit_t	25	399
my_project_wit_t	26	1
my_project_wit_t	27	0
my_project_wit_t	28	0
group_vec	29	12
group_vec	30	10
group_vec	31	6
my_project_wit_t	32	0
agg_sum	33	1
my_project_wit_t	34	0
my_project_wit_t	35	0
[RES]
221,221,1997,451127624
225,225,1997,479084411
225,221,1997,426168330
221,225,1997,390793767
