colName	format
lineorder.lo_discount	static_vbp_4
lineorder.lo_extendedprice	static_vbp_24
date.d_yearmonthnum	uncompr
lineorder.lo_orderdate	static_vbp_25
date.d_datekey	uncompr
lineorder.lo_quantity	static_vbp_8
C_48	uncompr
C_56_0	uncompr
C_56	uncompr
X_57	for+dynamic_vbp
C_79	uncompr
X_81	static_vbp_26
X_83	delta+dynamic_vbp
X_91_0	static_vbp_23
X_91	uncompr
X_92_0	static_vbp_3
X_92	uncompr
X_95	uncompr
X_98	uncompr
