colName	format	repetition	runtime
date.d_year	uncompr	1	9638583
date.d_year	uncompr	2	9655076
date.d_year	uncompr	3	9680887
date.d_year	static_vbp_11	1	9698148
date.d_year	static_vbp_11	2	9699242
date.d_year	static_vbp_11	3	9672965
date.d_year	static_vbp_12	1	9662406
date.d_year	static_vbp_12	2	9669477
date.d_year	static_vbp_12	3	9618289
date.d_year	static_vbp_16	1	10117691
date.d_year	static_vbp_16	2	10039632
date.d_year	static_vbp_16	3	10102834
part.p_brand	static_vbp_10	1	9666781
part.p_brand	static_vbp_10	2	9680022
part.p_brand	static_vbp_10	3	9680479
part.p_brand	static_vbp_16	1	10070681
part.p_brand	static_vbp_16	2	10057830
part.p_brand	static_vbp_16	3	10039175
lineorder.lo_supplycost	static_vbp_17	1	9858755
lineorder.lo_supplycost	static_vbp_17	2	9844549
lineorder.lo_supplycost	static_vbp_17	3	9841822
lineorder.lo_supplycost	static_vbp_18	1	9850815
lineorder.lo_supplycost	static_vbp_18	2	9865487
lineorder.lo_supplycost	static_vbp_18	3	9809012
lineorder.lo_supplycost	static_vbp_24	1	9510310
lineorder.lo_supplycost	static_vbp_24	2	9511648
lineorder.lo_supplycost	static_vbp_24	3	9527565
lineorder.lo_supplycost	static_vbp_32	1	9536396
lineorder.lo_supplycost	static_vbp_32	2	9544589
lineorder.lo_supplycost	static_vbp_32	3	9544658
customer.c_custkey	static_vbp_22	1	9877119
customer.c_custkey	static_vbp_22	2	9885069
customer.c_custkey	static_vbp_22	3	9867101
customer.c_custkey	static_vbp_24	1	9576373
customer.c_custkey	static_vbp_24	2	9548185
customer.c_custkey	static_vbp_24	3	9554910
customer.c_custkey	static_vbp_32	1	9853872
customer.c_custkey	static_vbp_32	2	9893421
customer.c_custkey	static_vbp_32	3	9864533
customer.c_region	static_vbp_3	1	9904657
customer.c_region	static_vbp_3	2	9894462
customer.c_region	static_vbp_3	3	9896606
customer.c_region	static_vbp_4	1	9778797
customer.c_region	static_vbp_4	2	9783330
customer.c_region	static_vbp_4	3	9784826
customer.c_region	static_vbp_8	1	9891947
customer.c_region	static_vbp_8	2	9875224
customer.c_region	static_vbp_8	3	9889603
customer.c_region	dynamic_vbp	1	9509600
customer.c_region	dynamic_vbp	2	9519747
customer.c_region	dynamic_vbp	3	9507005
customer.c_region	delta+dynamic_vbp	1	9502192
customer.c_region	delta+dynamic_vbp	2	9521300
