colName	format	repetition	runtime
customer.c_city	uncompr	1	2131230
customer.c_city	uncompr	2	2111154
customer.c_city	uncompr	3	2112442
customer.c_city	static_vbp_8	1	2138172
customer.c_city	static_vbp_8	2	2108919
customer.c_city	static_vbp_8	3	2058221
customer.c_city	static_vbp_16	1	2138388
customer.c_city	static_vbp_16	2	2056663
customer.c_city	static_vbp_16	3	2061222
date.d_year	static_vbp_11	1	2155101
date.d_year	static_vbp_11	2	2221181
date.d_year	static_vbp_11	3	2100081
date.d_year	static_vbp_12	1	2080425
date.d_year	static_vbp_12	2	2181131
date.d_year	static_vbp_12	3	2072420
date.d_year	static_vbp_16	1	2136908
date.d_year	static_vbp_16	2	2047794
date.d_year	static_vbp_16	3	2062301
lineorder.lo_orderdate	static_vbp_25	1	2047187
lineorder.lo_orderdate	static_vbp_25	2	2101601
lineorder.lo_orderdate	static_vbp_25	3	2085898
lineorder.lo_orderdate	static_vbp_26	1	2058916
lineorder.lo_orderdate	static_vbp_26	2	2052468
lineorder.lo_orderdate	static_vbp_26	3	2130689
lineorder.lo_orderdate	static_vbp_32	1	2205654
lineorder.lo_orderdate	static_vbp_32	2	2165360
lineorder.lo_orderdate	static_vbp_32	3	2094444
supplier.s_suppkey	static_vbp_18	1	2105293
supplier.s_suppkey	static_vbp_18	2	2091364
supplier.s_suppkey	static_vbp_18	3	2133161
supplier.s_suppkey	static_vbp_24	1	2151328
supplier.s_suppkey	static_vbp_24	2	2178974
supplier.s_suppkey	static_vbp_24	3	2152975
supplier.s_suppkey	static_vbp_32	1	2208191
supplier.s_suppkey	static_vbp_32	2	2111225
supplier.s_suppkey	static_vbp_32	3	2186141
date.d_datekey	static_vbp_25	1	2120331
date.d_datekey	static_vbp_25	2	2084592
date.d_datekey	static_vbp_25	3	2156947
date.d_datekey	static_vbp_26	1	2066106
date.d_datekey	static_vbp_26	2	2111210
date.d_datekey	static_vbp_26	3	2066432
date.d_datekey	static_vbp_32	1	2024149
date.d_datekey	static_vbp_32	2	2085565
date.d_datekey	static_vbp_32	3	2221298
supplier.s_city	static_vbp_8	1	2149101
supplier.s_city	static_vbp_8	2	2165602
supplier.s_city	static_vbp_8	3	2203628
supplier.s_city	static_vbp_16	1	2237129
supplier.s_city	static_vbp_16	2	2165839
supplier.s_city	static_vbp_16	3	2210263
lineorder.lo_suppkey	static_vbp_18	1	2053330
lineorder.lo_suppkey	static_vbp_18	2	2051800
lineorder.lo_suppkey	static_vbp_18	3	2182743
lineorder.lo_suppkey	static_vbp_24	1	2099695
lineorder.lo_suppkey	static_vbp_24	2	2259387
lineorder.lo_suppkey	static_vbp_24	3	2024418
lineorder.lo_suppkey	static_vbp_32	1	2052083
lineorder.lo_suppkey	static_vbp_32	2	2080914
lineorder.lo_suppkey	static_vbp_32	3	2050639
lineorder.lo_revenue	static_vbp_24	1	2139263
lineorder.lo_revenue	static_vbp_24	2	2079938
lineorder.lo_revenue	static_vbp_24	3	2069068
lineorder.lo_revenue	static_vbp_32	1	2176413
lineorder.lo_revenue	static_vbp_32	2	2186176
lineorder.lo_revenue	static_vbp_32	3	2030701
lineorder.lo_custkey	static_vbp_22	1	1872448
lineorder.lo_custkey	static_vbp_22	2	1867590
lineorder.lo_custkey	static_vbp_22	3	1836072
lineorder.lo_custkey	static_vbp_24	1	1528979
lineorder.lo_custkey	static_vbp_24	2	1631370
lineorder.lo_custkey	static_vbp_24	3	1560279
lineorder.lo_custkey	static_vbp_32	1	1839129
lineorder.lo_custkey	static_vbp_32	2	1604347
lineorder.lo_custkey	static_vbp_32	3	1568780
lineorder.lo_custkey	dynamic_vbp	1	1947149
lineorder.lo_custkey	dynamic_vbp	2	1914558
lineorder.lo_custkey	dynamic_vbp	3	2049248
lineorder.lo_custkey	delta+dynamic_vbp	1	2196640
lineorder.lo_custkey	delta+dynamic_vbp	2	2320386
lineorder.lo_custkey	delta+dynamic_vbp	3	2202181
lineorder.lo_custkey	for+dynamic_vbp	1	1779050
lineorder.lo_custkey	for+dynamic_vbp	2	1768014
lineorder.lo_custkey	for+dynamic_vbp	3	1764149
customer.c_custkey	static_vbp_22	1	1520193
customer.c_custkey	static_vbp_22	2	1674724
customer.c_custkey	static_vbp_22	3	1643624
customer.c_custkey	static_vbp_24	1	1523331
customer.c_custkey	static_vbp_24	2	1545844
customer.c_custkey	static_vbp_24	3	1523790
customer.c_custkey	static_vbp_32	1	1588466
customer.c_custkey	static_vbp_32	2	1525996
customer.c_custkey	static_vbp_32	3	1528659
X_69	static_vbp_22	1	1622242
X_69	static_vbp_22	2	1617630
X_69	static_vbp_22	3	1671177
X_69	static_vbp_24	1	1525627
X_69	static_vbp_24	2	1518574
X_69	static_vbp_24	3	1529565
X_69	static_vbp_32	1	1519064
X_69	static_vbp_32	2	1541122
X_69	static_vbp_32	3	1525365
X_69	dynamic_vbp	1	1654987
X_69	dynamic_vbp	2	1659042
X_69	dynamic_vbp	3	1693110
X_69	delta+dynamic_vbp	1	1776675
X_69	delta+dynamic_vbp	2	1574443
X_69	delta+dynamic_vbp	3	1562951
X_69	for+dynamic_vbp	1	1574392
X_69	for+dynamic_vbp	2	1587560
X_69	for+dynamic_vbp	3	1579637
X_71	static_vbp_30	1	1615441
X_71	static_vbp_30	2	1619109
X_71	static_vbp_30	3	1657987
X_71	static_vbp_32	1	1771570
X_71	static_vbp_32	2	1607938
X_71	static_vbp_32	3	1583280
X_71	dynamic_vbp	1	1672932
X_71	dynamic_vbp	2	1796273
X_71	dynamic_vbp	3	1665491
X_71	delta+dynamic_vbp	1	1632680
X_71	delta+dynamic_vbp	2	1646451
X_71	delta+dynamic_vbp	3	1636770
X_71	for+dynamic_vbp	1	1680285
X_71	for+dynamic_vbp	2	1694964
X_71	for+dynamic_vbp	3	1750473
X_72	static_vbp_15	1	1612660
X_72	static_vbp_15	2	1607737
X_72	static_vbp_15	3	1590749
X_72	static_vbp_16	1	1670810
X_72	static_vbp_16	2	1602129
X_72	static_vbp_16	3	1607117
X_72	dynamic_vbp	1	1651474
X_72	dynamic_vbp	2	1723836
X_72	dynamic_vbp	3	1683619
X_72	delta+dynamic_vbp	1	1712643
X_72	delta+dynamic_vbp	2	1729796
X_72	delta+dynamic_vbp	3	1705977
X_72	for+dynamic_vbp	1	1698267
X_72	for+dynamic_vbp	2	1757213
X_72	for+dynamic_vbp	3	1696385
X_78	static_vbp_18	1	1649388
X_78	static_vbp_18	2	1654304
X_78	static_vbp_18	3	1677788
X_78	static_vbp_24	1	1687129
