colName	format	repetition	runtime
date.d_year	uncompr	1	17969008
date.d_year	uncompr	2	17963841
date.d_year	uncompr	3	17964834
date.d_year	static_vbp_11	1	17920489
date.d_year	static_vbp_11	2	17953471
date.d_year	static_vbp_11	3	17942721
date.d_year	static_vbp_12	1	17935352
date.d_year	static_vbp_12	2	17965154
date.d_year	static_vbp_12	3	17949064
date.d_year	static_vbp_16	1	17958582
date.d_year	static_vbp_16	2	17929199
date.d_year	static_vbp_16	3	17961616
customer.c_city	static_vbp_8	1	17829475
customer.c_city	static_vbp_8	2	17957716
customer.c_city	static_vbp_8	3	17934153
customer.c_city	static_vbp_16	1	17950147
customer.c_city	static_vbp_16	2	17944483
customer.c_city	static_vbp_16	3	17917770
supplier.s_city	static_vbp_8	1	17996764
supplier.s_city	static_vbp_8	2	18003507
supplier.s_city	static_vbp_8	3	17945952
supplier.s_city	static_vbp_16	1	17955287
supplier.s_city	static_vbp_16	2	17973472
supplier.s_city	static_vbp_16	3	17938232
customer.c_custkey	static_vbp_22	1	17948252
customer.c_custkey	static_vbp_22	2	17938484
customer.c_custkey	static_vbp_22	3	17937004
customer.c_custkey	static_vbp_24	1	17914266
customer.c_custkey	static_vbp_24	2	17932587
customer.c_custkey	static_vbp_24	3	18000754
customer.c_custkey	static_vbp_32	1	17942769
customer.c_custkey	static_vbp_32	2	17932781
customer.c_custkey	static_vbp_32	3	17972304
customer.c_nation	static_vbp_5	1	17982830
customer.c_nation	static_vbp_5	2	17993734
customer.c_nation	static_vbp_5	3	17986588
customer.c_nation	static_vbp_6	1	17972660
customer.c_nation	static_vbp_6	2	17978802
customer.c_nation	static_vbp_6	3	17998036
customer.c_nation	static_vbp_8	1	17953015
customer.c_nation	static_vbp_8	2	17927662
customer.c_nation	static_vbp_8	3	17987497
customer.c_nation	dynamic_vbp	1	17945614
customer.c_nation	dynamic_vbp	2	17961555
customer.c_nation	dynamic_vbp	3	17939556
customer.c_nation	delta+dynamic_vbp	1	17927023
customer.c_nation	delta+dynamic_vbp	2	17929120
customer.c_nation	delta+dynamic_vbp	3	17931856
customer.c_nation	for+dynamic_vbp	1	17935017
customer.c_nation	for+dynamic_vbp	2	17973819
customer.c_nation	for+dynamic_vbp	3	17959394
lineorder.lo_custkey	static_vbp_22	1	17848155
lineorder.lo_custkey	static_vbp_22	2	17830110
lineorder.lo_custkey	static_vbp_22	3	17863525
lineorder.lo_custkey	static_vbp_24	1	17842131
lineorder.lo_custkey	static_vbp_24	2	17838274
lineorder.lo_custkey	static_vbp_24	3	17843311
lineorder.lo_custkey	static_vbp_32	1	17780864
lineorder.lo_custkey	static_vbp_32	2	17785474
lineorder.lo_custkey	static_vbp_32	3	17807437
supplier.s_suppkey	static_vbp_18	1	17773706
supplier.s_suppkey	static_vbp_18	2	17763421
supplier.s_suppkey	static_vbp_18	3	17775817
supplier.s_suppkey	static_vbp_24	1	17796424
supplier.s_suppkey	static_vbp_24	2	17783042
supplier.s_suppkey	static_vbp_24	3	17809287
supplier.s_suppkey	static_vbp_32	1	17830195
supplier.s_suppkey	static_vbp_32	2	17805952
supplier.s_suppkey	static_vbp_32	3	17839734
supplier.s_nation	static_vbp_5	1	17764574
supplier.s_nation	static_vbp_5	2	17761347
supplier.s_nation	static_vbp_5	3	17774680
supplier.s_nation	static_vbp_6	1	17800910
supplier.s_nation	static_vbp_6	2	17786795
supplier.s_nation	static_vbp_6	3	17787211
supplier.s_nation	static_vbp_8	1	17777282
supplier.s_nation	static_vbp_8	2	17758032
supplier.s_nation	static_vbp_8	3	17761339
supplier.s_nation	dynamic_vbp	1	17797951
supplier.s_nation	dynamic_vbp	2	17798785
