colName	format
lineorder.lo_discount	static_vbp_4
lineorder.lo_quantity	static_vbp_8
lineorder.lo_orderdate	static_vbp_26
date.d_year	uncompr
date.d_weeknuminyear	uncompr
lineorder.lo_extendedprice	static_vbp_24
date.d_datekey	uncompr
C_49	uncompr
C_57_0	uncompr
C_57	uncompr
X_58	for+dynamic_vbp
C_87	uncompr
C_91_0	uncompr
C_91	uncompr
X_92	static_vbp_32
X_95	delta+dynamic_vbp
X_103_0	static_vbp_24
X_103	uncompr
X_104_0	static_vbp_4
X_104	uncompr
X_108	uncompr
X_111	uncompr
