colName	format	repetition	runtime
part.p_mfgr	uncompr	1	20254883
part.p_mfgr	uncompr	2	20418681
part.p_mfgr	uncompr	3	20405963
part.p_mfgr	static_vbp_3	1	19903315
part.p_mfgr	static_vbp_3	2	19909260
part.p_mfgr	static_vbp_3	3	20022228
part.p_mfgr	static_vbp_4	1	20394923
part.p_mfgr	static_vbp_4	2	20303267
part.p_mfgr	static_vbp_4	3	20421807
part.p_mfgr	static_vbp_8	1	20129873
part.p_mfgr	static_vbp_8	2	20040943
part.p_mfgr	static_vbp_8	3	20203055
part.p_mfgr	dynamic_vbp	1	20070157
part.p_mfgr	dynamic_vbp	2	20017515
part.p_mfgr	dynamic_vbp	3	20031272
part.p_mfgr	delta+dynamic_vbp	1	19992573
part.p_mfgr	delta+dynamic_vbp	2	19999658
part.p_mfgr	delta+dynamic_vbp	3	19956396
part.p_mfgr	for+dynamic_vbp	1	20250276
part.p_mfgr	for+dynamic_vbp	2	20317730
part.p_mfgr	for+dynamic_vbp	3	20344376
lineorder.lo_revenue	static_vbp_24	1	19950527
lineorder.lo_revenue	static_vbp_24	2	19899127
lineorder.lo_revenue	static_vbp_24	3	20039891
lineorder.lo_revenue	static_vbp_32	1	20115174
lineorder.lo_revenue	static_vbp_32	2	20117569
lineorder.lo_revenue	static_vbp_32	3	20141562
date.d_datekey	static_vbp_25	1	20122162
date.d_datekey	static_vbp_25	2	20030846
date.d_datekey	static_vbp_25	3	20074554
date.d_datekey	static_vbp_26	1	20064060
date.d_datekey	static_vbp_26	2	20136836
date.d_datekey	static_vbp_26	3	20227673
date.d_datekey	static_vbp_32	1	20045008
date.d_datekey	static_vbp_32	2	20041572
date.d_datekey	static_vbp_32	3	19994272
date.d_datekey	dynamic_vbp	1	20458828
date.d_datekey	dynamic_vbp	2	20367438
date.d_datekey	dynamic_vbp	3	20446944
date.d_datekey	delta+dynamic_vbp	1	20433369
date.d_datekey	delta+dynamic_vbp	2	20494768
date.d_datekey	delta+dynamic_vbp	3	20368681
date.d_datekey	for+dynamic_vbp	1	20360667
date.d_datekey	for+dynamic_vbp	2	20300168
date.d_datekey	for+dynamic_vbp	3	20378439
lineorder.lo_supplycost	static_vbp_17	1	19756118
lineorder.lo_supplycost	static_vbp_17	2	19788771
lineorder.lo_supplycost	static_vbp_17	3	19819580
lineorder.lo_supplycost	static_vbp_18	1	20150753
lineorder.lo_supplycost	static_vbp_18	2	20086712
lineorder.lo_supplycost	static_vbp_18	3	20184346
lineorder.lo_supplycost	static_vbp_24	1	20002971
lineorder.lo_supplycost	static_vbp_24	2	19921971
lineorder.lo_supplycost	static_vbp_24	3	20018160
