colName	format	repetition	runtime
supplier.s_region	uncompr	1	8590997
supplier.s_region	uncompr	2	8600373
supplier.s_region	uncompr	3	8698044
supplier.s_region	static_vbp_3	1	8658123
supplier.s_region	static_vbp_3	2	8656121
supplier.s_region	static_vbp_3	3	8609193
supplier.s_region	static_vbp_4	1	8545306
supplier.s_region	static_vbp_4	2	8647107
supplier.s_region	static_vbp_4	3	8576624
supplier.s_region	static_vbp_8	1	8788438
supplier.s_region	static_vbp_8	2	8785765
supplier.s_region	static_vbp_8	3	8949901
supplier.s_region	dynamic_vbp	1	8823019
supplier.s_region	dynamic_vbp	2	8637259
supplier.s_region	dynamic_vbp	3	8598526
supplier.s_region	delta+dynamic_vbp	1	8577720
supplier.s_region	delta+dynamic_vbp	2	8676766
supplier.s_region	delta+dynamic_vbp	3	8773948
supplier.s_region	for+dynamic_vbp	1	8722107
supplier.s_region	for+dynamic_vbp	2	8829351
supplier.s_region	for+dynamic_vbp	3	8806498
lineorder.lo_revenue	static_vbp_24	1	8750980
lineorder.lo_revenue	static_vbp_24	2	8660718
lineorder.lo_revenue	static_vbp_24	3	8706374
lineorder.lo_revenue	static_vbp_32	1	8725219
lineorder.lo_revenue	static_vbp_32	2	8654108
lineorder.lo_revenue	static_vbp_32	3	8660150
date.d_datekey	static_vbp_25	1	9039007
date.d_datekey	static_vbp_25	2	8791442
date.d_datekey	static_vbp_25	3	9072401
date.d_datekey	static_vbp_26	1	9160543
date.d_datekey	static_vbp_26	2	9127578
date.d_datekey	static_vbp_26	3	9034391
date.d_datekey	static_vbp_32	1	9097628
date.d_datekey	static_vbp_32	2	9144787
date.d_datekey	static_vbp_32	3	8887103
date.d_datekey	dynamic_vbp	1	8932434
date.d_datekey	dynamic_vbp	2	8970402
date.d_datekey	dynamic_vbp	3	8920575
date.d_datekey	delta+dynamic_vbp	1	8736662
date.d_datekey	delta+dynamic_vbp	2	8825953
date.d_datekey	delta+dynamic_vbp	3	8892739
date.d_datekey	for+dynamic_vbp	1	8563365
date.d_datekey	for+dynamic_vbp	2	8597950
date.d_datekey	for+dynamic_vbp	3	8810783
lineorder.lo_orderdate	static_vbp_25	1	8352780
lineorder.lo_orderdate	static_vbp_25	2	8350601
lineorder.lo_orderdate	static_vbp_25	3	8380619
lineorder.lo_orderdate	static_vbp_26	1	8645427
lineorder.lo_orderdate	static_vbp_26	2	8642466
lineorder.lo_orderdate	static_vbp_26	3	8554744
lineorder.lo_orderdate	static_vbp_32	1	8413359
lineorder.lo_orderdate	static_vbp_32	2	8454153
lineorder.lo_orderdate	static_vbp_32	3	8561892
date.d_year	static_vbp_11	1	8504436
date.d_year	static_vbp_11	2	8625884
date.d_year	static_vbp_11	3	8444392
date.d_year	static_vbp_12	1	8520535
date.d_year	static_vbp_12	2	8546830
date.d_year	static_vbp_12	3	8624494
date.d_year	static_vbp_16	1	8348348
date.d_year	static_vbp_16	2	8333910
date.d_year	static_vbp_16	3	8342435
part.p_category	static_vbp_5	1	8542583
part.p_category	static_vbp_5	2	8572110
part.p_category	static_vbp_5	3	8566047
part.p_category	static_vbp_6	1	8780624
part.p_category	static_vbp_6	2	8638634
part.p_category	static_vbp_6	3	8758742
part.p_category	static_vbp_8	1	8435579
part.p_category	static_vbp_8	2	8523556
part.p_category	static_vbp_8	3	8497283
part.p_category	dynamic_vbp	1	8613177
part.p_category	dynamic_vbp	2	8622164
part.p_category	dynamic_vbp	3	8681189
part.p_category	delta+dynamic_vbp	1	8569379
part.p_category	delta+dynamic_vbp	2	8367002
part.p_category	delta+dynamic_vbp	3	8473183
part.p_category	for+dynamic_vbp	1	8498046
part.p_category	for+dynamic_vbp	2	8454896
part.p_category	for+dynamic_vbp	3	8529086
part.p_partkey	static_vbp_21	1	8355184
part.p_partkey	static_vbp_21	2	8353871
part.p_partkey	static_vbp_21	3	8550036
part.p_partkey	static_vbp_22	1	8560520
part.p_partkey	static_vbp_22	2	8599210
part.p_partkey	static_vbp_22	3	8717290
part.p_partkey	static_vbp_24	1	8413538
part.p_partkey	static_vbp_24	2	8330893
part.p_partkey	static_vbp_24	3	8534527
part.p_partkey	static_vbp_32	1	8345270
part.p_partkey	static_vbp_32	2	8577102
part.p_partkey	static_vbp_32	3	8417553
lineorder.lo_suppkey	static_vbp_18	1	8627213
lineorder.lo_suppkey	static_vbp_18	2	8824764
lineorder.lo_suppkey	static_vbp_18	3	8533013
lineorder.lo_suppkey	static_vbp_24	1	8620265
lineorder.lo_suppkey	static_vbp_24	2	8101820
lineorder.lo_suppkey	static_vbp_24	3	8252796
lineorder.lo_suppkey	static_vbp_32	1	8490309
lineorder.lo_suppkey	static_vbp_32	2	8214875
lineorder.lo_suppkey	static_vbp_32	3	8189957
lineorder.lo_suppkey	dynamic_vbp	1	8791576
lineorder.lo_suppkey	dynamic_vbp	2	8644051
lineorder.lo_suppkey	dynamic_vbp	3	8407896
lineorder.lo_suppkey	delta+dynamic_vbp	1	8122600
lineorder.lo_suppkey	delta+dynamic_vbp	2	8083237
lineorder.lo_suppkey	delta+dynamic_vbp	3	8117550
lineorder.lo_suppkey	for+dynamic_vbp	1	7974000
