LogFilename: 2020-06-09-02:35:23_monitoringLog
JSonLogFilename: 2020-06-09-02:35:23_monitoringLog
[MEA]
opName	opIdx	runtime
query	0	2497128
select	1	2059
select	2	2066
merge_sorted	3	182
my_project_wit_t	4	279
join	5	2336525
my_project_wit_t	6	40815
select	7	147
select	8	98
merge_sorted	9	15
my_project_wit_t	10	28
join	11	11618
my_project_wit_t	12	40984
my_project_wit_t	13	420
select	14	3
my_project_wit_t	15	0
join	16	396
my_project_wit_t	17	41017
my_project_wit_t	18	375
my_project_wit_t	19	2
my_project_wit_t	20	17
my_project_wit_t	21	131
my_project_wit_t	22	1
my_project_wit_t	23	322
my_project_wit_t	24	19125
my_project_wit_t	25	386
my_project_wit_t	26	2
my_project_wit_t	27	0
my_project_wit_t	28	0
group_vec	29	11
group_vec	30	9
group_vec	31	6
my_project_wit_t	32	0
agg_sum	33	0
my_project_wit_t	34	0
my_project_wit_t	35	0
[RES]
221,221,1997,451127624
225,225,1997,479084411
225,221,1997,426168330
221,225,1997,390793767
