LogFilename: 2020-03-08-17:14:08_monitoringLog
JSonLogFilename: 2020-03-08-17:14:08_monitoringLog
vector_extension	format	bitwidth	countValues	repetition	runtime:µs	runtime compr [µs]	size used [byte]	size compr [byte]	runtime decompr [µs]	runtime agg [µs]	check
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	7	134217728	2	589349	134864	117440512	117440512	436565	12676	1
scalar<v64<uint64_t>>	uncompr_f	8	134217728	2	104489	0	1073741824	0	0	104160	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	8	134217728	2	611079	156763	134479872	134479872	434623	13769	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	8	134217728	2	609404	138489	134217728	134217728	450655	14449	1
scalar<v64<uint64_t>>	uncompr_f	9	134217728	2	104393	0	1073741824	0	0	104062	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	9	134217728	2	629150	164865	151257088	151257088	441748	15953	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	9	134217728	2	629843	148442	150994944	150994944	459044	15841	1
scalar<v64<uint64_t>>	uncompr_f	10	134217728	2	104171	0	1073741824	0	0	103828	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	10	134217728	2	646862	172187	168034304	168034304	450313	17307	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	10	134217728	2	622496	151925	167772160	167772160	446905	16464	1
scalar<v64<uint64_t>>	uncompr_f	11	134217728	2	113617	0	1073741824	0	0	113277	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	11	134217728	2	644675	177339	184811520	184811520	439951	19470	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	11	134217728	2	642066	158952	184549376	184549376	455889	19349	1
scalar<v64<uint64_t>>	uncompr_f	12	134217728	2	113863	0	1073741824	0	0	113517	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	12	134217728	2	650080	183401	201588736	201588736	437860	20241	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	12	134217728	2	638045	162917	201326592	201326592	447274	19301	1
scalar<v64<uint64_t>>	uncompr_f	13	134217728	2	104603	0	1073741824	0	0	104254	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	13	134217728	2	663217	189621	218365952	218365952	441306	23048	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	13	134217728	2	656520	184489	218103808	218103808	439797	23029	1
scalar<v64<uint64_t>>	uncompr_f	14	134217728	2	113770	0	1073741824	0	0	113415	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	14	134217728	2	675534	206512	235143168	235143168	435060	24057	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	14	134217728	2	661834	176001	234881024	234881024	453779	22174	1
scalar<v64<uint64_t>>	uncompr_f	15	134217728	2	104352	0	1073741824	0	0	103993	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	15	134217728	2	690790	212138	251920384	251920384	440580	27518	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	15	134217728	2	672535	182170	251658240	251658240	452420	27391	1
scalar<v64<uint64_t>>	uncompr_f	16	134217728	2	104575	0	1073741824	0	0	104217	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	16	134217728	2	679898	206334	268697600	268697600	436158	26157	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	16	134217728	2	666824	195292	268435456	268435456	434982	25307	1
scalar<v64<uint64_t>>	uncompr_f	17	134217728	2	113972	0	1073741824	0	0	113604	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	17	134217728	2	695826	215185	285474816	285474816	436964	31771	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	17	134217728	2	673168	194555	285212672	285212672	435187	31504	1
scalar<v64<uint64_t>>	uncompr_f	18	134217728	2	113744	0	1073741824	0	0	113371	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	18	134217728	2	712663	223749	302252032	302252032	445005	31890	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	18	134217728	2	686878	203808	301989888	301989888	442189	28303	1
scalar<v64<uint64_t>>	uncompr_f	19	134217728	2	104278	0	1073741824	0	0	103895	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	19	134217728	2	725511	237968	319029248	319029248	439128	35167	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	19	134217728	2	709138	208444	318767104	318767104	452274	35171	1
scalar<v64<uint64_t>>	uncompr_f	20	134217728	2	104623	0	1073741824	0	0	104245	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	20	134217728	2	721630	233214	335806464	335806464	439991	34507	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	20	134217728	2	702415	211297	335544320	335544320	446546	30665	1
scalar<v64<uint64_t>>	uncompr_f	21	134217728	2	113955	0	1073741824	0	0	113568	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	21	134217728	2	742898	240441	352583680	352583680	448965	38969	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	21	134217728	2	722337	219364	352321536	352321536	448921	39479	1
scalar<v64<uint64_t>>	uncompr_f	22	134217728	2	104407	0	1073741824	0	0	104011	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	22	134217728	2	735256	246387	369360896	369360896	438928	34762	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	22	134217728	2	728728	230055	369098752	369098752	449141	34330	1
scalar<v64<uint64_t>>	uncompr_f	23	134217728	2	104318	0	1073741824	0	0	103924	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	23	134217728	2	765283	265284	386138112	386138112	440691	43419	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	23	134217728	2	746394	233873	385875968	385875968	454183	42450	1
scalar<v64<uint64_t>>	uncompr_f	24	134217728	2	113772	0	1073741824	0	0	113367	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	24	134217728	2	766632	258689	402915328	402915328	450172	41171	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	24	134217728	2	725715	237198	402653184	402653184	435365	36575	1
scalar<v64<uint64_t>>	uncompr_f	25	134217728	2	104478	0	1073741824	0	0	104068	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	25	134217728	2	782401	266620	419692544	419692544	452677	45882	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	25	134217728	2	754393	243687	419430400	419430400	446506	46892	1
scalar<v64<uint64_t>>	uncompr_f	26	134217728	2	104379	0	1073741824	0	0	103971	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	26	134217728	2	786866	276340	436469760	436469760	452891	39814	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	26	134217728	2	757736	249879	436207616	436207616	449552	40415	1
scalar<v64<uint64_t>>	uncompr_f	27	134217728	2	104368	0	1073741824	0	0	103953	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	27	134217728	2	807692	290656	453246976	453246976	448306	50141	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	27	134217728	2	792895	262551	452984832	452984832	462009	49837	1
scalar<v64<uint64_t>>	uncompr_f	28	134217728	2	104375	0	1073741824	0	0	103957	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	28	134217728	2	820463	288611	470024192	470024192	462987	49635	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	28	134217728	2	774945	263542	469762048	469762048	449888	42300	1
scalar<v64<uint64_t>>	uncompr_f	29	134217728	2	104523	0	1073741824	0	0	104102	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	29	134217728	2	819405	292566	486801408	486801408	454000	52937	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	29	134217728	2	811488	272557	486539264	486539264	465765	53306	1
scalar<v64<uint64_t>>	uncompr_f	30	134217728	2	104615	0	1073741824	0	0	104185	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	30	134217728	2	829796	303945	503578624	503578624	447450	58487	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	30	134217728	2	799952	276313	503316480	503316480	455411	47712	1
scalar<v64<uint64_t>>	uncompr_f	31	134217728	2	104398	0	1073741824	0	0	103966	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	31	134217728	2	844013	317396	520355840	520355840	447974	57383	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	31	134217728	2	821766	281834	520093696	520093696	461189	57554	1
scalar<v64<uint64_t>>	uncompr_f	32	134217728	2	104590	0	1073741824	0	0	104149	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	32	134217728	2	827824	318689	537133056	537133056	441586	45634	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	32	134217728	2	805847	284134	536870912	536870912	453517	46337	1
scalar<v64<uint64_t>>	uncompr_f	33	134217728	2	104414	0	1073741824	0	0	103971	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	33	134217728	2	853685	323117	553910272	553910272	457030	50979	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	33	134217728	2	825860	296863	553648128	553648128	455604	50905	1
scalar<v64<uint64_t>>	uncompr_f	34	134217728	2	104449	0	1073741824	0	0	103998	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	34	134217728	2	858595	325244	570687488	570687488	457407	52672	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	34	134217728	2	844614	316661	570425344	570425344	449583	55190	1
scalar<v64<uint64_t>>	uncompr_f	35	134217728	2	104446	0	1073741824	0	0	103998	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	35	134217728	2	864094	332457	587464704	587464704	454001	53698	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	35	134217728	2	861743	317392	587202560	587202560	450656	70595	1
scalar<v64<uint64_t>>	uncompr_f	36	134217728	2	104246	0	1073741824	0	0	103793	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	36	134217728	2	880153	342304	604241920	604241920	459829	53466	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	36	134217728	2	848007	312613	603979776	603979776	457002	53863	1
scalar<v64<uint64_t>>	uncompr_f	37	134217728	2	104417	0	1073741824	0	0	103960	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	37	134217728	2	883669	344638	621019136	621019136	457223	56570	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	37	134217728	2	856304	323331	620756992	620756992	451411	56349	1
scalar<v64<uint64_t>>	uncompr_f	38	134217728	2	104410	0	1073741824	0	0	103940	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	38	134217728	2	908171	366055	637796352	637796352	457087	59101	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	38	134217728	2	884825	329055	637534208	637534208	468470	61475	1
scalar<v64<uint64_t>>	uncompr_f	39	134217728	2	104519	0	1073741824	0	0	104013	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	39	134217728	2	907470	366733	654573568	654573568	454919	59244	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	39	134217728	2	887324	347444	654311424	654311424	454288	59064	1
scalar<v64<uint64_t>>	uncompr_f	40	134217728	2	114155	0	1073741824	0	0	113687	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	40	134217728	2	915824	373976	671350784	671350784	455061	59498	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	40	134217728	2	892079	350435	671088640	671088640	455077	59374	1
scalar<v64<uint64_t>>	uncompr_f	41	134217728	2	104414	0	1073741824	0	0	103939	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	41	134217728	2	929380	370300	688128000	688128000	469184	62006	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	41	134217728	2	902227	346208	687865856	687865856	466297	61864	1
scalar<v64<uint64_t>>	uncompr_f	42	134217728	2	114029	0	1073741824	0	0	113539	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	42	134217728	2	947104	382527	704905216	704905216	470427	65577	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	42	134217728	2	914403	362981	704643072	704643072	457720	65150	1
scalar<v64<uint64_t>>	uncompr_f	43	134217728	2	104691	0	1073741824	0	0	104206	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	43	134217728	2	937487	383303	721682432	721682432	460172	64676	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	43	134217728	2	930144	374737	721420288	721420288	461570	64592	1
scalar<v64<uint64_t>>	uncompr_f	44	134217728	2	104547	0	1073741824	0	0	104053	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	44	134217728	2	954799	398685	738459648	738459648	460020	66153	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	44	134217728	2	937956	382546	738197504	738197504	460987	64551	1
scalar<v64<uint64_t>>	uncompr_f	45	134217728	2	104521	0	1073741824	0	0	104021	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	45	134217728	2	969844	409318	755236864	755236864	462432	67507	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	45	134217728	2	930665	371579	754974720	754974720	461204	67352	1
scalar<v64<uint64_t>>	uncompr_f	46	134217728	2	104686	0	1073741824	0	0	104184	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	46	134217728	2	988009	409510	772014080	772014080	474882	72506	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	134217728	2	956886	388848	771751936	771751936	464914	72042	1
scalar<v64<uint64_t>>	uncompr_f	47	134217728	2	104564	0	1073741824	0	0	104061	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	134217728	2	981682	408317	788791296	788791296	471340	70324	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	134217728	2	961974	395720	788529152	788529152	464415	70194	1
scalar<v64<uint64_t>>	uncompr_f	48	134217728	2	104740	0	1073741824	0	0	104230	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	134217728	2	990413	425278	805568512	805568512	463373	69452	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	134217728	2	959419	383983	805306368	805306368	473893	69317	1
scalar<v64<uint64_t>>	uncompr_f	49	134217728	2	104441	0	1073741824	0	0	103924	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	134217728	2	995690	422799	822345728	822345728	466915	73100	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	134217728	2	988357	416470	822083584	822083584	466185	72926	1
scalar<v64<uint64_t>>	uncompr_f	50	134217728	2	104405	0	1073741824	0	0	103889	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	50	134217728	2	1024570	427699	839122944	839122944	483497	79944	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	50	134217728	2	994971	402274	838860800	838860800	479704	79646	1
scalar<v64<uint64_t>>	uncompr_f	51	134217728	2	104422	0	1073741824	0	0	103898	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	51	134217728	2	1021204	434774	855900160	855900160	476618	75863	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	51	134217728	2	1015952	421007	855638016	855638016	485222	75781	1
scalar<v64<uint64_t>>	uncompr_f	52	134217728	2	104294	0	1073741824	0	0	103764	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	52	134217728	2	1024938	440047	872677376	872677376	470529	79760	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	52	134217728	2	1028212	427410	872415232	872415232	469917	96739	1
scalar<v64<uint64_t>>	uncompr_f	53	134217728	2	114250	0	1073741824	0	0	113707	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	53	134217728	2	1032805	447280	889454592	889454592	471658	78724	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	53	134217728	2	1018396	433672	889192448	889192448	470936	78587	1
scalar<v64<uint64_t>>	uncompr_f	54	134217728	2	104536	0	1073741824	0	0	104008	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	54	134217728	2	1064823	453909	906231808	906231808	486685	88487	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	54	134217728	2	1030413	428291	905969664	905969664	478259	88079	1
scalar<v64<uint64_t>>	uncompr_f	55	134217728	2	113972	0	1073741824	0	0	113438	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	55	134217728	2	1052583	459787	923009024	923009024	475024	81480	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	55	134217728	2	1038494	446729	922746880	922746880	474046	81349	1
scalar<v64<uint64_t>>	uncompr_f	56	134217728	2	104737	0	1073741824	0	0	104188	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	134217728	2	1057388	465279	939786240	939786240	474156	81057	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	134217728	2	1056624	449302	939524096	939524096	489012	81471	1
scalar<v64<uint64_t>>	uncompr_f	57	134217728	2	104566	0	1073741824	0	0	104005	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	134217728	2	1085223	485566	956563456	956563456	477790	84390	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	134217728	2	1072307	457874	956301312	956301312	476176	84169	1
scalar<v64<uint64_t>>	uncompr_f	58	134217728	2	104582	0	1073741824	0	0	104032	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	58	134217728	2	1106485	488948	973340672	973340672	484023	95475	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	58	134217728	2	1066812	451258	973078528	973078528	482262	95341	1
scalar<v64<uint64_t>>	uncompr_f	59	134217728	2	104429	0	1073741824	0	0	103875	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	59	134217728	2	1117242	494508	990117888	990117888	480333	87076	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	59	134217728	2	1074970	468251	989855744	989855744	481166	86999	1
scalar<v64<uint64_t>>	uncompr_f	60	134217728	2	104595	0	1073741824	0	0	104038	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	60	134217728	2	1120730	503809	1006895104	1006895104	482065	95630	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	60	134217728	2	1107872	477324	1006632960	1006632960	493692	97748	1
scalar<v64<uint64_t>>	uncompr_f	61	134217728	2	104655	0	1073741824	0	0	104086	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	61	134217728	2	1136004	506393	1023672320	1023672320	483322	89838	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	61	134217728	2	1083034	471667	1023410176	1023410176	482194	89505	1
scalar<v64<uint64_t>>	uncompr_f	62	134217728	2	114209	0	1073741824	0	0	113643	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	62	134217728	2	1147302	519538	1040449536	1040449536	486296	101179	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	62	134217728	2	1121327	493589	1040187392	1040187392	485043	102418	1
scalar<v64<uint64_t>>	uncompr_f	63	134217728	2	104497	0	1073741824	0	0	103916	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	63	134217728	2	1143044	523947	1057226752	1057226752	485996	92190	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	63	134217728	2	1115716	484801	1056964608	1056964608	497611	92441	1
scalar<v64<uint64_t>>	uncompr_f	64	134217728	2	114264	0	1073741824	0	0	113681	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	64	134217728	2	1124952	511205	1074003968	1074003968	486528	85741	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	64	134217728	2	1102953	494680	1073741824	1073741824	482813	83991	1
scalar<v64<uint64_t>>	uncompr_f	1	134217728	3	104518	0	1073741824	0	0	103934	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	1	134217728	3	547692	110607	17039360	17039360	427947	7387	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	1	134217728	3	527059	90441	16777216	16777216	428356	7248	1
scalar<v64<uint64_t>>	uncompr_f	2	134217728	3	104450	0	1073741824	0	0	103858	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	2	134217728	3	561628	116030	33816576	33816576	435735	7457	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	2	134217728	3	543765	100041	33554432	33554432	433905	7409	1
scalar<v64<uint64_t>>	uncompr_f	3	134217728	3	114214	0	1073741824	0	0	113623	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	3	134217728	3	574354	123545	50593792	50593792	439199	8510	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	3	134217728	3	561222	107047	50331648	50331648	442622	8470	1
scalar<v64<uint64_t>>	uncompr_f	4	134217728	3	104602	0	1073741824	0	0	103997	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	4	134217728	3	573768	129028	67371008	67371008	432004	8936	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	4	134217728	3	556608	113444	67108864	67108864	430481	8926	1
scalar<v64<uint64_t>>	uncompr_f	5	134217728	3	104814	0	1073741824	0	0	104221	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	5	134217728	3	587372	137644	84148224	84148224	434712	10554	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	5	134217728	3	586644	120324	83886080	83886080	433780	28259	1
scalar<v64<uint64_t>>	uncompr_f	6	134217728	3	104814	0	1073741824	0	0	104209	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	6	134217728	3	596308	143520	100925440	100925440	436246	11398	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	6	134217728	3	594318	126273	100663296	100663296	451616	11303	1
scalar<v64<uint64_t>>	uncompr_f	7	134217728	3	104529	0	1073741824	0	0	103925	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	7	134217728	3	617352	160823	117702656	117702656	437919	12820	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	7	134217728	3	607569	134961	117440512	117440512	436575	12681	1
scalar<v64<uint64_t>>	uncompr_f	8	134217728	3	104460	0	1073741824	0	0	103851	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	8	134217728	3	617442	156573	134479872	134479872	440504	13813	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	8	134217728	3	592552	138056	134217728	134217728	433601	14468	1
scalar<v64<uint64_t>>	uncompr_f	9	134217728	3	104909	0	1073741824	0	0	104283	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	9	134217728	3	629520	164807	151257088	151257088	441697	15896	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	9	134217728	3	611198	148958	150994944	150994944	439457	15683	1
scalar<v64<uint64_t>>	uncompr_f	10	134217728	3	104845	0	1073741824	0	0	104224	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	10	134217728	3	637544	170787	168034304	168034304	441615	17340	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	10	134217728	3	627571	162515	167772160	167772160	440883	16423	1
scalar<v64<uint64_t>>	uncompr_f	11	134217728	3	104616	0	1073741824	0	0	103995	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	11	134217728	3	648853	177694	184811520	184811520	443255	19468	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	11	134217728	3	647986	159138	184549376	184549376	460814	19635	1
scalar<v64<uint64_t>>	uncompr_f	12	134217728	3	104670	0	1073741824	0	0	104053	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	12	134217728	3	658598	191988	201588736	201588736	437240	20245	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	12	134217728	3	639670	162758	201326592	201326592	448456	19381	1
scalar<v64<uint64_t>>	uncompr_f	13	134217728	3	114152	0	1073741824	0	0	113521	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	13	134217728	3	673214	200205	218365952	218365952	439755	23411	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	13	134217728	3	666703	174186	218103808	218103808	459627	23151	1
scalar<v64<uint64_t>>	uncompr_f	14	134217728	3	104753	0	1073741824	0	0	104106	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	14	134217728	3	675728	205802	235143168	235143168	435271	24194	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	14	134217728	3	659419	175826	234881024	234881024	450967	22216	1
scalar<v64<uint64_t>>	uncompr_f	15	134217728	3	114158	0	1073741824	0	0	113520	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	15	134217728	3	680803	202074	251920384	251920384	440143	27483	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	15	134217728	3	666576	191436	251658240	251658240	436590	27433	1
scalar<v64<uint64_t>>	uncompr_f	16	134217728	3	104579	0	1073741824	0	0	103936	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	16	134217728	3	683817	209118	268697600	268697600	436787	26129	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	16	134217728	3	660080	185643	268435456	268435456	437303	25400	1
scalar<v64<uint64_t>>	uncompr_f	17	134217728	3	114147	0	1073741824	0	0	113490	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	17	134217728	3	705089	224151	285474816	285474816	436749	31744	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	17	134217728	3	687403	194719	285212672	285212672	448870	31412	1
scalar<v64<uint64_t>>	uncompr_f	18	134217728	3	104535	0	1073741824	0	0	103840	-1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	18	134217728	3	700074	221168	302252032	302252032	433980	31793	1
