LogFilename: 2020-03-08-19:41:10_monitoringLog
JSonLogFilename: 2020-03-08-19:41:10_monitoringLog
vector_extension	format	bitwidth	countValuesSmall	countValuesLarge	repetition	runtime:µs	runtime compr [µs]	runtime decompr [µs]	check
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	42	1024	134217728	4	384277	293100	61783	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	43	1024	134217728	4	415751	316013	69517	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	43	1024	134217728	4	393683	300632	63065	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	44	1024	134217728	4	421981	322656	68411	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	44	1024	134217728	4	398915	306496	61786	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	45	1024	134217728	4	433593	329542	72442	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	45	1024	134217728	4	410869	313642	65896	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	46	1024	134217728	4	440212	332001	75998	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	1024	134217728	4	420222	319836	68450	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	1024	134217728	4	447677	339334	75415	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	1024	134217728	4	435463	334318	68566	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	1024	134217728	4	452306	345459	73313	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	1024	134217728	4	436052	336280	66550	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	1024	134217728	4	468781	356564	78122	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	1024	134217728	4	446507	341255	71305	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	50	1024	134217728	4	475671	359155	81659	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	50	1024	134217728	4	460085	349848	75706	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	51	1024	134217728	4	483028	366910	80720	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	51	1024	134217728	4	463284	354159	73903	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	52	1024	134217728	4	488243	372703	79444	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	52	1024	134217728	4	472584	364438	72325	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	53	1024	134217728	4	499665	379385	83543	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	53	1024	134217728	4	489296	368284	84619	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	54	1024	134217728	4	514867	389262	88195	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	54	1024	134217728	4	501339	380316	83870	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	55	1024	134217728	4	517434	393128	86264	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	55	1024	134217728	4	498985	382013	79077	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	1024	134217728	4	523984	400438	84748	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	1024	134217728	4	507039	390828	77749	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	1024	134217728	4	543161	406266	97776	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	1024	134217728	4	515951	394803	81952	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	58	1024	134217728	4	548269	413057	95143	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	58	1024	134217728	4	537946	407876	90327	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	59	1024	134217728	4	553387	421210	91665	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	59	1024	134217728	4	540329	415485	84479	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	60	1024	134217728	4	560114	428020	90666	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	60	1024	134217728	4	545561	421589	83003	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	61	1024	134217728	4	570260	434084	94322	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	61	1024	134217728	4	555562	426583	87295	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	62	1024	134217728	4	584818	442418	99812	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	62	1024	134217728	4	570187	431789	96178	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	63	1024	134217728	4	597200	447426	106700	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	63	1024	134217728	4	568452	435753	89729	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	64	1024	134217728	4	594962	455236	95836	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	64	1024	134217728	4	577833	446192	87742	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	1	1024	134217728	5	39991	22229	16402	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	1	1024	134217728	5	17212	11103	5624	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	2	1024	134217728	5	46015	27821	16139	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	2	1024	134217728	5	23441	15966	5787	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	3	1024	134217728	5	54966	34707	17313	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	3	1024	134217728	5	33323	23252	7522	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	4	1024	134217728	5	63193	42411	16910	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	4	1024	134217728	5	40670	29388	7818	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	5	1024	134217728	5	74490	49376	19840	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	5	1024	134217728	5	56739	42277	9663	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	6	1024	134217728	5	80330	55618	19130	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	6	1024	134217728	5	59684	44169	10318	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	7	1024	134217728	5	89923	62653	20907	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	7	1024	134217728	5	69021	51225	11776	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	8	1024	134217728	5	96603	68705	20801	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	8	1024	134217728	5	76618	56910	13016	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	9	1024	134217728	5	107781	76756	23247	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	9	1024	134217728	5	87529	65607	14526	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	10	1024	134217728	5	116096	83806	23867	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	10	1024	134217728	5	95543	71900	15544	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	11	1024	134217728	5	125152	90591	25405	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	11	1024	134217728	5	107118	80645	17722	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	12	1024	134217728	5	133621	97616	26239	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	12	1024	134217728	5	113366	85574	18275	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	13	1024	134217728	5	143963	105479	28014	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	13	1024	134217728	5	124679	93390	21084	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	14	1024	134217728	5	152582	111782	29608	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	14	1024	134217728	5	131365	99572	20971	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	15	1024	134217728	5	162634	119757	31044	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	15	1024	134217728	5	143799	107395	24830	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	16	1024	134217728	5	169402	126611	30262	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	16	1024	134217728	5	148635	112882	23546	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	17	1024	134217728	5	179043	132693	33137	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	17	1024	134217728	5	161651	121022	27716	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	18	1024	134217728	5	188473	140302	34276	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	18	1024	134217728	5	172217	131345	27123	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	19	1024	134217728	5	198348	147772	35998	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	19	1024	134217728	5	181325	135719	31357	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	20	1024	134217728	5	205749	153646	36894	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	20	1024	134217728	5	188409	144279	29256	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	21	1024	134217728	5	215778	160244	39279	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	21	1024	134217728	5	199480	149590	34259	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	22	1024	134217728	5	224356	169246	38485	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	22	1024	134217728	5	205647	157229	32170	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	23	1024	134217728	5	234003	174854	41860	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	23	1024	134217728	5	218636	163504	38208	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	24	1024	134217728	5	241706	181131	42644	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	24	1024	134217728	5	224113	171620	34812	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	25	1024	134217728	5	252983	189750	44566	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	25	1024	134217728	5	238465	177702	42446	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	26	1024	134217728	5	260243	196240	44681	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	26	1024	134217728	5	240602	183979	37610	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	27	1024	134217728	5	270176	202647	47454	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	27	1024	134217728	5	259532	191587	48215	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	28	1024	134217728	5	281782	213096	47931	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	28	1024	134217728	5	258237	197652	40133	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	29	1024	134217728	5	291745	220435	49942	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	29	1024	134217728	5	276587	206255	49287	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	30	1024	134217728	5	300948	227980	50853	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	30	1024	134217728	5	277478	212284	43439	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	31	1024	134217728	5	307956	232548	52635	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	31	1024	134217728	5	294436	218937	53082	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	32	1024	134217728	5	313159	238614	51092	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	32	1024	134217728	5	291763	224571	44102	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	33	1024	134217728	5	324034	244369	55623	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	33	1024	134217728	5	305720	233106	48817	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	34	1024	134217728	5	332224	250057	57477	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	34	1024	134217728	5	314274	240444	49448	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	35	1024	134217728	5	341365	257586	58426	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	35	1024	134217728	5	322826	246125	51655	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	36	1024	134217728	5	347116	263956	57170	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	36	1024	134217728	5	332355	255557	51072	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	37	1024	134217728	5	358867	270971	61256	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	37	1024	134217728	5	340874	259986	54495	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	38	1024	134217728	5	368745	277446	64016	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	38	1024	134217728	5	349653	267308	55287	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	39	1024	134217728	5	376668	284537	64185	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	39	1024	134217728	5	358424	273319	57422	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	40	1024	134217728	5	389642	292118	69065	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	40	1024	134217728	5	364310	279610	56405	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	41	1024	134217728	5	394463	298103	67151	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	41	1024	134217728	5	382386	293043	60397	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	42	1024	134217728	5	406550	306883	69831	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	42	1024	134217728	5	386412	295007	61728	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	43	1024	134217728	5	411974	311901	69617	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	43	1024	134217728	5	393791	300353	63157	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	44	1024	134217728	5	417608	317941	68445	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	44	1024	134217728	5	399081	306290	61844	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	45	1024	134217728	5	432592	328285	72469	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	45	1024	134217728	5	411577	314190	65826	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	46	1024	134217728	5	443169	334772	75929	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	46	1024	134217728	5	421144	320457	68516	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	47	1024	134217728	5	448418	339978	75355	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	47	1024	134217728	5	428628	327260	68522	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	48	1024	134217728	5	451298	343913	73596	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	48	1024	134217728	5	437564	337511	66540	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	49	1024	134217728	5	464630	352145	78125	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	49	1024	134217728	5	449543	344039	71286	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	50	1024	134217728	5	476355	359704	81585	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	50	1024	134217728	5	456881	346575	75537	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	51	1024	134217728	5	483856	367413	80784	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	51	1024	134217728	5	465980	356737	73783	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	52	1024	134217728	5	487464	371717	79379	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	52	1024	134217728	5	476421	367805	72466	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	53	1024	134217728	5	507687	387196	83537	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	53	1024	134217728	5	480575	367193	76589	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	54	1024	134217728	5	511992	386143	88209	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	54	1024	134217728	5	494138	372953	83909	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	55	1024	134217728	5	518130	393205	86294	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	55	1024	134217728	5	498065	380826	79252	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	56	1024	134217728	5	524474	400648	84526	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	56	1024	134217728	5	504849	388366	77879	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	57	1024	134217728	5	538287	409380	89087	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	57	1024	134217728	5	518296	396966	81964	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	58	1024	134217728	5	548130	412699	95207	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	58	1024	134217728	5	532351	401178	91256	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	59	1024	134217728	5	553518	420932	91836	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	59	1024	134217728	5	541659	416390	84638	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	60	1024	134217728	5	560173	427917	90705	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	60	1024	134217728	5	538241	413966	83140	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	61	1024	134217728	5	575693	439293	94319	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	61	1024	134217728	5	549837	420731	87128	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	62	1024	134217728	5	593670	450148	100668	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	62	1024	134217728	5	569107	430520	96141	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	63	1024	134217728	5	587407	446880	97182	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	63	1024	134217728	5	567837	434551	89785	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	64	1024	134217728	5	602710	453160	105606	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	64	1024	134217728	5	569541	438359	87406	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	1	1024	134217728	6	40300	22308	16401	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	1	1024	134217728	6	13087	6515	5855	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	2	1024	134217728	6	46265	27874	16151	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	2	1024	134217728	6	23541	15887	5794	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	3	1024	134217728	6	55183	34707	17339	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	3	1024	134217728	6	33526	23288	7525	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	4	1024	134217728	6	63392	42315	16907	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	4	1024	134217728	6	40792	29315	7826	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	5	1024	134217728	6	72216	48469	18667	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	5	1024	134217728	6	51055	37154	9234	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	6	1024	134217728	6	80699	55766	19037	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	6	1024	134217728	6	59657	43809	10341	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	7	1024	134217728	6	91683	62781	22287	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	7	1024	134217728	6	69496	51573	11639	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	8	1024	134217728	6	97216	69164	20644	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	8	1024	134217728	6	77399	57316	13026	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	9	1024	134217728	6	108289	76933	23277	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	9	1024	134217728	6	87952	65653	14609	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	10	1024	134217728	6	116169	83547	23863	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	10	1024	134217728	6	95847	71889	15548	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	11	1024	134217728	6	127025	91914	25651	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	11	1024	134217728	6	105978	79271	17603	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	12	1024	134217728	6	134313	98094	26079	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	12	1024	134217728	6	114024	85982	18265	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	13	1024	134217728	6	144999	105523	28692	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	13	1024	134217728	6	124957	93456	21027	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	14	1024	134217728	6	152789	111766	29547	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	14	1024	134217728	6	131613	99520	20942	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	15	1024	134217728	6	161487	118690	30641	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	15	1024	134217728	6	143581	107137	24617	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	16	1024	134217728	6	167733	124742	30140	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	16	1024	134217728	6	148723	112574	23614	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	17	1024	134217728	6	179194	132502	33158	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	17	1024	134217728	6	161909	121019	27726	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	18	1024	134217728	6	189096	140864	34013	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	18	1024	134217728	6	168796	128310	26683	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	19	1024	134217728	6	198671	147412	36422	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	19	1024	134217728	6	181297	135491	31284	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	20	1024	134217728	6	206391	153753	37070	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	20	1024	134217728	6	188109	143637	29269	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	21	1024	134217728	6	216043	160387	39453	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	21	1024	134217728	6	200295	149562	34878	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	22	1024	134217728	6	223692	168138	38708	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	22	1024	134217728	6	205013	155929	32184	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	23	1024	134217728	6	234327	174929	41794	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	23	1024	134217728	6	219948	163988	38702	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	24	1024	134217728	6	241823	181140	42416	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	24	1024	134217728	6	224274	171466	34861	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	25	1024	134217728	6	253453	189774	44723	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	25	1024	134217728	6	239267	178126	42509	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	26	1024	134217728	6	262009	197574	44727	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	26	1024	134217728	6	242650	185671	37633	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	27	1024	134217728	6	274225	206311	47623	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	27	1024	134217728	6	260144	191904	48256	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	28	1024	134217728	6	281465	212458	47930	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	28	1024	134217728	6	260009	199224	40157	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	29	1024	134217728	6	294886	218618	54587	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	29	1024	134217728	6	275947	205260	49283	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	30	1024	134217728	6	302565	224570	55659	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	30	1024	134217728	6	277279	211783	43461	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	31	1024	134217728	6	310235	234506	52746	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	31	1024	134217728	6	294618	218886	52989	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	32	1024	134217728	6	313419	238859	50873	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	32	1024	134217728	6	291925	224391	44122	1
avx512<v512<uint64_t>>	dynamic_vbp_f<512, 64, 8>	33	1024	134217728	6	323766	243951	55478	1
avx512<v512<uint64_t>>	static_vbp_f<vbp_l<bw, 8> >	33	1024	134217728	6	305240	232481	48724	1
