LogFilename: 2020-06-01-21:35:27_monitoringLog
JSonLogFilename: 2020-06-01-21:35:27_monitoringLog
[MEA]
colName	formatWithBw	formatWithoutBw	valueCount	valueCountCompr	sizeUsedByte	sizeComprByte
X_155	uncompr_f	uncompr_f	21950761	0	175606088	0
X_155	static_vbp_f<vbp_l<27, 8> >	static_vbp_f<vbp_l<bw, 8> >	21950761	21950464	74088648	74082816
X_155	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	21950761	21950464	70780040	70769344
X_155	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	21950761	21950464	20742408	20723392
X_155	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	21950761	21950464	35860168	35841024
X_107	uncompr_f	uncompr_f	40119	0	320952	0
X_107	static_vbp_f<vbp_l<18, 8> >	static_vbp_f<vbp_l<bw, 8> >	40119	39936	93624	89856
X_107	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	40119	39936	93496	83712
X_107	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	40119	39936	55544	37440
X_107	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	40119	39936	83448	65216
X_111	uncompr_f	uncompr_f	109655738	0	877245904	0
X_111	static_vbp_f<vbp_l<16, 8> >	static_vbp_f<vbp_l<bw, 8> >	109655738	109655552	219314640	219311104
X_111	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	109655738	109655552	219535120	219525312
X_111	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	109655738	109655040	884115984	884093760
X_111	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	109655738	109655040	227042576	227020224
X_116	uncompr_f	uncompr_f	109655738	0	877245904	0
X_116	static_vbp_f<vbp_l<22, 8> >	static_vbp_f<vbp_l<bw, 8> >	109655738	109655552	301557072	301552768
X_116	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	109655738	109655552	301776784	301766976
X_116	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	109655738	109655040	884115984	884093760
X_116	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	109655738	109655040	309283856	309261504
C_150	uncompr_f	uncompr_f	600016	0	4800128	0
C_150	static_vbp_f<vbp_l<22, 8> >	static_vbp_f<vbp_l<bw, 8> >	600016	599552	1655296	1648768
C_150	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	600016	599552	1557376	1545344
C_150	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	600016	599040	586048	561600
C_150	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	600016	599040	1002752	978176
customer.c_region	uncompr_f	uncompr_f	3000000	0	24000000	0
customer.c_region	static_vbp_f<vbp_l<3, 8> >	static_vbp_f<vbp_l<bw, 8> >	3000000	2999808	1126848	1124928
customer.c_region	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	3000000	2999808	1140672	1130816
customer.c_region	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	3000000	2999296	24204096	24181824
customer.c_region	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	3000000	2999296	1358080	1335680
X_185	uncompr_f	uncompr_f	150	0	1200	0
X_185	static_vbp_f<vbp_l<39, 8> >	static_vbp_f<vbp_l<bw, 8> >	150	0	6192	0
X_185	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	150	0	9520	0
X_185	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	150	0	17840	0
X_185	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	150	0	17968	0
X_156	uncompr_f	uncompr_f	21950761	0	175606088	0
X_156	static_vbp_f<vbp_l<20, 8> >	static_vbp_f<vbp_l<bw, 8> >	21950761	21950464	54881096	54876160
X_156	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	21950761	21950464	54929736	54919040
X_156	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	21950761	21950464	176994632	176975616
X_156	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	21950761	21950464	56438728	56419584
supplier.s_region	uncompr_f	uncompr_f	200000	0	1600000	0
supplier.s_region	static_vbp_f<vbp_l<3, 8> >	static_vbp_f<vbp_l<bw, 8> >	200000	199680	77824	74880
supplier.s_region	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	200000	199680	86208	75328
supplier.s_region	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	200000	199680	1629120	1609920
supplier.s_region	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	200000	199680	108288	88960
customer.c_nation	uncompr_f	uncompr_f	3000000	0	24000000	0
customer.c_nation	static_vbp_f<vbp_l<5, 8> >	static_vbp_f<vbp_l<bw, 8> >	3000000	2999808	1877056	1874880
customer.c_nation	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	3000000	2999808	1890624	1880768
customer.c_nation	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	3000000	2999296	24204096	24181824
customer.c_nation	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	3000000	2999296	2107904	2085504
X_166_1	uncompr_f	uncompr_f	546669887	0	4373359096	0
X_166_1	static_vbp_f<vbp_l<11, 8> >	static_vbp_f<vbp_l<bw, 8> >	546669887	546669568	751674616	751670656
X_166_1	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	546669887	546669568	752749304	752738432
X_166_1	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	546669887	546669568	4407542584	4407523392
X_166_1	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	546669887	546669568	243458168	243438848
customer.c_custkey	uncompr_f	uncompr_f	3000000	0	24000000	0
customer.c_custkey	static_vbp_f<vbp_l<22, 8> >	static_vbp_f<vbp_l<bw, 8> >	3000000	2999808	8253824	8249472
customer.c_custkey	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	3000000	2999808	7741824	7731968
customer.c_custkey	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	3000000	2999296	1709376	1687104
customer.c_custkey	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	3000000	2999296	3795008	3772608
X_166	uncompr_f	uncompr_f	21950761	0	175606088	0
X_166	static_vbp_f<vbp_l<11, 8> >	static_vbp_f<vbp_l<bw, 8> >	21950761	21950464	30185672	30181888
X_166	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	21950761	21950464	30235464	30224768
X_166	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	21950761	21950464	176994632	176975616
X_166	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	21950761	21950464	9793992	9774848
C_180	uncompr_f	uncompr_f	150	0	1200	0
C_180	static_vbp_f<vbp_l<10, 8> >	static_vbp_f<vbp_l<bw, 8> >	150	0	2480	0
C_180	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	150	0	9520	0
C_180	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	150	0	17840	0
C_180	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	150	0	17968	0
X_164_0	uncompr_f	uncompr_f	546669887	0	4373359096	0
X_164_0	static_vbp_f<vbp_l<24, 8> >	static_vbp_f<vbp_l<bw, 8> >	546669887	546669568	1640014328	1640008704
X_164_0	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	546669887	546669568	1641081528	1641070656
X_164_0	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	546669887	546669568	4407542584	4407523392
X_164_0	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	546669887	546669568	1678443000	1678423680
X_75	uncompr_f	uncompr_f	546669887	0	4373359096	0
X_75	static_vbp_f<vbp_l<18, 8> >	static_vbp_f<vbp_l<bw, 8> >	546669887	546669568	1230011384	1230006528
X_75	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	546669887	546669568	1231085176	1231074304
X_75	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	546669887	546669568	4407542584	4407523392
X_75	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	546669887	546669568	1268463608	1268444288
C_174	uncompr_f	uncompr_f	6	0	48	0
C_174	static_vbp_f<vbp_l<5, 8> >	static_vbp_f<vbp_l<bw, 8> >	6	0	688	0
C_174	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	6	0	8368	0
C_174	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	6	0	16688	0
C_174	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	6	0	16816	0
C_63	uncompr_f	uncompr_f	2192	0	17536	0
C_63	static_vbp_f<vbp_l<12, 8> >	static_vbp_f<vbp_l<bw, 8> >	2192	2048	5760	3072
C_63	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	2192	2048	12160	2688
C_63	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	2192	2048	18944	1152
C_63	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	2192	2048	20544	2624
C_177	uncompr_f	uncompr_f	30	0	240	0
C_177	static_vbp_f<vbp_l<9, 8> >	static_vbp_f<vbp_l<bw, 8> >	30	0	1392	0
C_177	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	30	0	8560	0
C_177	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	30	0	16880	0
C_177	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	30	0	17008	0
X_166_2	uncompr_f	uncompr_f	109655738	0	877245904	0
X_166_2	static_vbp_f<vbp_l<11, 8> >	static_vbp_f<vbp_l<bw, 8> >	109655738	109655552	150779280	150776384
X_166_2	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	109655738	109655552	151000400	150990592
X_166_2	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	109655738	109655040	884115984	884093760
X_166_2	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	for_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	109655738	109655040	48853136	48830784
X_67	uncompr_f	uncompr_f	2192	0	17536	0
X_67	static_vbp_f<vbp_l<25, 8> >	static_vbp_f<vbp_l<bw, 8> >	2192	2048	10752	6400
X_67	dynamic_vbp_f<512, 64, 8>	dynamic_vbp_f<512, 64, 8>	2192	2048	15936	6464
X_67	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	delta_f<1024, 8, dynamic_vbp_f<512, 64, 8> >	2192	2048	22208	4416
