colName	format	repetition	runtime
customer.c_city	uncompr	1	2150190
customer.c_city	uncompr	2	2133605
customer.c_city	uncompr	3	2178968
customer.c_city	static_vbp_8	1	2186804
customer.c_city	static_vbp_8	2	2186172
customer.c_city	static_vbp_8	3	2198645
customer.c_city	static_vbp_16	1	2154694
customer.c_city	static_vbp_16	2	2160263
customer.c_city	static_vbp_16	3	2147306
date.d_year	static_vbp_11	1	2161199
date.d_year	static_vbp_11	2	2202708
date.d_year	static_vbp_11	3	2220226
date.d_year	static_vbp_12	1	2208122
date.d_year	static_vbp_12	2	2053820
date.d_year	static_vbp_12	3	2125347
date.d_year	static_vbp_16	1	2084279
date.d_year	static_vbp_16	2	2127144
date.d_year	static_vbp_16	3	2167249
lineorder.lo_orderdate	static_vbp_25	1	2088463
lineorder.lo_orderdate	static_vbp_25	2	2081818
lineorder.lo_orderdate	static_vbp_25	3	2140637
lineorder.lo_orderdate	static_vbp_26	1	2228724
lineorder.lo_orderdate	static_vbp_26	2	2235079
lineorder.lo_orderdate	static_vbp_26	3	2190313
lineorder.lo_orderdate	static_vbp_32	1	2159026
lineorder.lo_orderdate	static_vbp_32	2	2192878
lineorder.lo_orderdate	static_vbp_32	3	2070679
supplier.s_suppkey	static_vbp_18	1	2071166
supplier.s_suppkey	static_vbp_18	2	2104357
supplier.s_suppkey	static_vbp_18	3	2059971
supplier.s_suppkey	static_vbp_24	1	2068439
supplier.s_suppkey	static_vbp_24	2	2160525
supplier.s_suppkey	static_vbp_24	3	2099448
supplier.s_suppkey	static_vbp_32	1	2189723
supplier.s_suppkey	static_vbp_32	2	2129060
supplier.s_suppkey	static_vbp_32	3	2119441
date.d_datekey	static_vbp_25	1	2056049
date.d_datekey	static_vbp_25	2	2074594
date.d_datekey	static_vbp_25	3	2206646
date.d_datekey	static_vbp_26	1	2120236
date.d_datekey	static_vbp_26	2	2086102
date.d_datekey	static_vbp_26	3	2087225
date.d_datekey	static_vbp_32	1	2209054
date.d_datekey	static_vbp_32	2	2111615
date.d_datekey	static_vbp_32	3	2077736
supplier.s_city	static_vbp_8	1	2070071
supplier.s_city	static_vbp_8	2	2077656
supplier.s_city	static_vbp_8	3	2128178
supplier.s_city	static_vbp_16	1	2123209
supplier.s_city	static_vbp_16	2	2163340
supplier.s_city	static_vbp_16	3	2069491
lineorder.lo_suppkey	static_vbp_18	1	2056448
lineorder.lo_suppkey	static_vbp_18	2	2082882
lineorder.lo_suppkey	static_vbp_18	3	2060531
lineorder.lo_suppkey	static_vbp_24	1	2250554
lineorder.lo_suppkey	static_vbp_24	2	2074118
lineorder.lo_suppkey	static_vbp_24	3	2096409
lineorder.lo_suppkey	static_vbp_32	1	2091585
lineorder.lo_suppkey	static_vbp_32	2	2095608
lineorder.lo_suppkey	static_vbp_32	3	2086634
lineorder.lo_revenue	static_vbp_24	1	2077498
lineorder.lo_revenue	static_vbp_24	2	2171561
lineorder.lo_revenue	static_vbp_24	3	2113501
lineorder.lo_revenue	static_vbp_32	1	2066773
lineorder.lo_revenue	static_vbp_32	2	2093874
lineorder.lo_revenue	static_vbp_32	3	2148006
lineorder.lo_custkey	static_vbp_22	1	1666765
lineorder.lo_custkey	static_vbp_22	2	1637169
