colName	format	repetition	runtime
date.d_year	uncompr	1	17891451
date.d_year	uncompr	2	17894148
date.d_year	uncompr	3	17938185
date.d_year	static_vbp_11	1	17817635
date.d_year	static_vbp_11	2	17798131
date.d_year	static_vbp_11	3	17819031
date.d_year	static_vbp_12	1	17742035
date.d_year	static_vbp_12	2	17859341
date.d_year	static_vbp_12	3	17804455
date.d_year	static_vbp_16	1	17807419
date.d_year	static_vbp_16	2	17828976
date.d_year	static_vbp_16	3	17884905
customer.c_city	static_vbp_8	1	17828926
customer.c_city	static_vbp_8	2	17819337
customer.c_city	static_vbp_8	3	17786815
customer.c_city	static_vbp_16	1	17754352
customer.c_city	static_vbp_16	2	17749504
customer.c_city	static_vbp_16	3	17872559
supplier.s_city	static_vbp_8	1	17724746
supplier.s_city	static_vbp_8	2	17881980
supplier.s_city	static_vbp_8	3	17743551
supplier.s_city	static_vbp_16	1	17799488
supplier.s_city	static_vbp_16	2	17793482
supplier.s_city	static_vbp_16	3	17872363
customer.c_custkey	static_vbp_22	1	17743709
customer.c_custkey	static_vbp_22	2	17849725
customer.c_custkey	static_vbp_22	3	17788270
customer.c_custkey	static_vbp_24	1	17821880
customer.c_custkey	static_vbp_24	2	17784086
customer.c_custkey	static_vbp_24	3	17776393
customer.c_custkey	static_vbp_32	1	17793654
customer.c_custkey	static_vbp_32	2	17835195
customer.c_custkey	static_vbp_32	3	17873276
customer.c_nation	static_vbp_5	1	17753201
customer.c_nation	static_vbp_5	2	17865771
customer.c_nation	static_vbp_5	3	17808884
customer.c_nation	static_vbp_6	1	17830200
customer.c_nation	static_vbp_6	2	17936977
customer.c_nation	static_vbp_6	3	17835620
customer.c_nation	static_vbp_8	1	17770411
customer.c_nation	static_vbp_8	2	17870406
customer.c_nation	static_vbp_8	3	17812757
customer.c_nation	dynamic_vbp	1	17931226
customer.c_nation	dynamic_vbp	2	17897339
customer.c_nation	dynamic_vbp	3	17931152
customer.c_nation	delta+dynamic_vbp	1	17781330
customer.c_nation	delta+dynamic_vbp	2	17806124
customer.c_nation	delta+dynamic_vbp	3	17766458
customer.c_nation	for+dynamic_vbp	1	17736742
customer.c_nation	for+dynamic_vbp	2	17805090
customer.c_nation	for+dynamic_vbp	3	17733342
lineorder.lo_custkey	static_vbp_22	1	17715065
lineorder.lo_custkey	static_vbp_22	2	17697242
lineorder.lo_custkey	static_vbp_22	3	17677041
lineorder.lo_custkey	static_vbp_24	1	17739318
lineorder.lo_custkey	static_vbp_24	2	17713294
lineorder.lo_custkey	static_vbp_24	3	17685417
lineorder.lo_custkey	static_vbp_32	1	17631525
lineorder.lo_custkey	static_vbp_32	2	17719407
lineorder.lo_custkey	static_vbp_32	3	17631427
supplier.s_suppkey	static_vbp_18	1	17803479
supplier.s_suppkey	static_vbp_18	2	17941562
supplier.s_suppkey	static_vbp_18	3	17826813
supplier.s_suppkey	static_vbp_24	1	17850953
supplier.s_suppkey	static_vbp_24	2	17878054
supplier.s_suppkey	static_vbp_24	3	17815111
supplier.s_suppkey	static_vbp_32	1	17905825
supplier.s_suppkey	static_vbp_32	2	17810836
supplier.s_suppkey	static_vbp_32	3	17890892
supplier.s_nation	static_vbp_5	1	17886011
supplier.s_nation	static_vbp_5	2	17847615
supplier.s_nation	static_vbp_5	3	17711890
supplier.s_nation	static_vbp_6	1	17871620
supplier.s_nation	static_vbp_6	2	17931032
supplier.s_nation	static_vbp_6	3	17932103
supplier.s_nation	static_vbp_8	1	17864106
supplier.s_nation	static_vbp_8	2	17871634
supplier.s_nation	static_vbp_8	3	17790316
supplier.s_nation	dynamic_vbp	1	17830251
supplier.s_nation	dynamic_vbp	2	17841688
supplier.s_nation	dynamic_vbp	3	17819089
supplier.s_nation	delta+dynamic_vbp	1	17798733
supplier.s_nation	delta+dynamic_vbp	2	17784725
supplier.s_nation	delta+dynamic_vbp	3	17844626
supplier.s_nation	for+dynamic_vbp	1	17807884
supplier.s_nation	for+dynamic_vbp	2	17834243
supplier.s_nation	for+dynamic_vbp	3	17906279
lineorder.lo_revenue	static_vbp_24	1	17768231
lineorder.lo_revenue	static_vbp_24	2	17752756
lineorder.lo_revenue	static_vbp_24	3	17698853
lineorder.lo_revenue	static_vbp_32	1	17588221
lineorder.lo_revenue	static_vbp_32	2	17701566
lineorder.lo_revenue	static_vbp_32	3	17725128
lineorder.lo_suppkey	static_vbp_18	1	17674703
lineorder.lo_suppkey	static_vbp_18	2	17796300
lineorder.lo_suppkey	static_vbp_18	3	17736843
lineorder.lo_suppkey	static_vbp_24	1	17647328
lineorder.lo_suppkey	static_vbp_24	2	17747178
lineorder.lo_suppkey	static_vbp_24	3	17669363
lineorder.lo_suppkey	static_vbp_32	1	17696127
lineorder.lo_suppkey	static_vbp_32	2	17665542
lineorder.lo_suppkey	static_vbp_32	3	17659242
lineorder.lo_orderdate	static_vbp_25	1	18347844
lineorder.lo_orderdate	static_vbp_25	2	18385297
lineorder.lo_orderdate	static_vbp_25	3	18387936
lineorder.lo_orderdate	static_vbp_26	1	18028299
lineorder.lo_orderdate	static_vbp_26	2	18065713
lineorder.lo_orderdate	static_vbp_26	3	18023205
lineorder.lo_orderdate	static_vbp_32	1	17889541
lineorder.lo_orderdate	static_vbp_32	2	17862057
lineorder.lo_orderdate	static_vbp_32	3	17797108
lineorder.lo_orderdate	dynamic_vbp	1	18498658
lineorder.lo_orderdate	dynamic_vbp	2	18463913
lineorder.lo_orderdate	dynamic_vbp	3	18492477
lineorder.lo_orderdate	delta+dynamic_vbp	1	18423109
lineorder.lo_orderdate	delta+dynamic_vbp	2	18419989
lineorder.lo_orderdate	delta+dynamic_vbp	3	18416157
lineorder.lo_orderdate	for+dynamic_vbp	1	18056374
lineorder.lo_orderdate	for+dynamic_vbp	2	18124578
lineorder.lo_orderdate	for+dynamic_vbp	3	18147247
date.d_datekey	static_vbp_25	1	18411043
date.d_datekey	static_vbp_25	2	18459145
date.d_datekey	static_vbp_25	3	18389311
date.d_datekey	static_vbp_26	1	18365570
date.d_datekey	static_vbp_26	2	18408121
date.d_datekey	static_vbp_26	3	18413266
date.d_datekey	static_vbp_32	1	18487491
date.d_datekey	static_vbp_32	2	18580701
date.d_datekey	static_vbp_32	3	18590289
C_63	static_vbp_12	1	18374603
C_63	static_vbp_12	2	18446496
C_63	static_vbp_12	3	18380242
C_63	static_vbp_16	1	18479938
C_63	static_vbp_16	2	18524417
C_63	static_vbp_16	3	18510252
C_63	dynamic_vbp	1	18370986
C_63	dynamic_vbp	2	18440548
C_63	dynamic_vbp	3	18517875
C_63	delta+dynamic_vbp	1	18402629
C_63	delta+dynamic_vbp	2	18438919
C_63	delta+dynamic_vbp	3	18353604
C_63	for+dynamic_vbp	1	18440661
C_63	for+dynamic_vbp	2	18498701
C_63	for+dynamic_vbp	3	18435684
X_67	static_vbp_25	1	18404631
X_67	static_vbp_25	2	18362006
X_67	static_vbp_25	3	18408435
X_67	static_vbp_26	1	18431987
X_67	static_vbp_26	2	18493261
X_67	static_vbp_26	3	18506629
X_67	static_vbp_32	1	18375509
X_67	static_vbp_32	2	18374286
X_67	static_vbp_32	3	18388662
X_67	dynamic_vbp	1	18442297
X_67	dynamic_vbp	2	18519137
X_67	dynamic_vbp	3	18490994
X_67	delta+dynamic_vbp	1	18537916
X_67	delta+dynamic_vbp	2	18464969
X_67	delta+dynamic_vbp	3	18430867
X_67	for+dynamic_vbp	1	18399747
X_67	for+dynamic_vbp	2	18359791
X_67	for+dynamic_vbp	3	18397543
X_69	static_vbp_30	1	17173398
X_69	static_vbp_30	2	17126671
X_69	static_vbp_30	3	17188189
X_69	static_vbp_32	1	17228074
X_69	static_vbp_32	2	17192226
X_69	static_vbp_32	3	17198060
X_69	dynamic_vbp	1	17168699
X_69	dynamic_vbp	2	17174337
X_69	dynamic_vbp	3	17181624
X_69	delta+dynamic_vbp	1	16587306
X_69	delta+dynamic_vbp	2	16581021
X_69	delta+dynamic_vbp	3	16568654
X_69	for+dynamic_vbp	1	16871062
X_69	for+dynamic_vbp	2	16872033
X_69	for+dynamic_vbp	3	16885771
X_70	static_vbp_12	1	16905073
X_70	static_vbp_12	2	16836298
X_70	static_vbp_12	3	16770155
X_70	static_vbp_16	1	16865549
X_70	static_vbp_16	2	16912453
X_70	static_vbp_16	3	16850505
X_70	dynamic_vbp	1	16817510
X_70	dynamic_vbp	2	16819102
X_70	dynamic_vbp	3	16889872
X_70	delta+dynamic_vbp	1	18804195
X_70	delta+dynamic_vbp	2	18850812
X_70	delta+dynamic_vbp	3	18838012
X_70	for+dynamic_vbp	1	17066584
X_70	for+dynamic_vbp	2	17189973
X_70	for+dynamic_vbp	3	17085438
X_75	static_vbp_18	1	18248033
X_75	static_vbp_18	2	18230625
X_75	static_vbp_18	3	18175651
X_75	static_vbp_24	1	17996106
X_75	static_vbp_24	2	18087627
X_75	static_vbp_24	3	18066071
X_75	static_vbp_32	1	18512808
X_75	static_vbp_32	2	18557518
X_75	static_vbp_32	3	18592845
X_75	dynamic_vbp	1	18316429
X_75	dynamic_vbp	2	18384887
X_75	dynamic_vbp	3	18247325
X_75	delta+dynamic_vbp	1	19664689
X_75	delta+dynamic_vbp	2	19665754
X_75	delta+dynamic_vbp	3	19691890
X_75	for+dynamic_vbp	1	18193876
X_75	for+dynamic_vbp	2	18280172
X_75	for+dynamic_vbp	3	18219544
C_105	static_vbp_18	1	19716700
C_105	static_vbp_18	2	19659270
C_105	static_vbp_18	3	19726995
C_105	static_vbp_24	1	19845253
C_105	static_vbp_24	2	19790217
C_105	static_vbp_24	3	19824603
C_105	static_vbp_32	1	19709362
C_105	static_vbp_32	2	19743042
C_105	static_vbp_32	3	19706020
C_105	dynamic_vbp	1	19736969
C_105	dynamic_vbp	2	19750338
C_105	dynamic_vbp	3	19744022
C_105	delta+dynamic_vbp	1	19738862
C_105	delta+dynamic_vbp	2	19767041
C_105	delta+dynamic_vbp	3	19714944
C_105	for+dynamic_vbp	1	19760837
C_105	for+dynamic_vbp	2	19720207
C_105	for+dynamic_vbp	3	19788754
X_107	static_vbp_18	1	19731541
X_107	static_vbp_18	2	19689377
X_107	static_vbp_18	3	19625548
X_107	static_vbp_24	1	19719258
X_107	static_vbp_24	2	19582871
