colName	format	repetition	runtime
part.p_mfgr	uncompr	1	20470327
part.p_mfgr	uncompr	2	20225121
part.p_mfgr	uncompr	3	20114512
part.p_mfgr	static_vbp_3	1	20003442
part.p_mfgr	static_vbp_3	2	19762988
part.p_mfgr	static_vbp_3	3	20075721
part.p_mfgr	static_vbp_4	1	20110243
part.p_mfgr	static_vbp_4	2	20022371
part.p_mfgr	static_vbp_4	3	20195789
part.p_mfgr	static_vbp_8	1	20096967
part.p_mfgr	static_vbp_8	2	20124927
part.p_mfgr	static_vbp_8	3	20140388
part.p_mfgr	dynamic_vbp	1	19849855
part.p_mfgr	dynamic_vbp	2	20122165
part.p_mfgr	dynamic_vbp	3	20135878
part.p_mfgr	delta+dynamic_vbp	1	19920845
part.p_mfgr	delta+dynamic_vbp	2	19684908
part.p_mfgr	delta+dynamic_vbp	3	20012450
part.p_mfgr	for+dynamic_vbp	1	20025930
part.p_mfgr	for+dynamic_vbp	2	20405562
part.p_mfgr	for+dynamic_vbp	3	20224777
lineorder.lo_revenue	static_vbp_24	1	20034139
lineorder.lo_revenue	static_vbp_24	2	19734934
lineorder.lo_revenue	static_vbp_24	3	20000559
lineorder.lo_revenue	static_vbp_32	1	20010130
lineorder.lo_revenue	static_vbp_32	2	20140236
lineorder.lo_revenue	static_vbp_32	3	20282506
date.d_datekey	static_vbp_25	1	20191219
date.d_datekey	static_vbp_25	2	20366660
date.d_datekey	static_vbp_25	3	20317461
date.d_datekey	static_vbp_26	1	20284294
date.d_datekey	static_vbp_26	2	20197890
date.d_datekey	static_vbp_26	3	20235470
date.d_datekey	static_vbp_32	1	20031086
date.d_datekey	static_vbp_32	2	19853362
date.d_datekey	static_vbp_32	3	20219558
date.d_datekey	dynamic_vbp	1	20213856
date.d_datekey	dynamic_vbp	2	20328857
date.d_datekey	dynamic_vbp	3	20313380
date.d_datekey	delta+dynamic_vbp	1	20320435
date.d_datekey	delta+dynamic_vbp	2	20218927
date.d_datekey	delta+dynamic_vbp	3	20485303
date.d_datekey	for+dynamic_vbp	1	20144583
date.d_datekey	for+dynamic_vbp	2	19896603
date.d_datekey	for+dynamic_vbp	3	20155000
lineorder.lo_supplycost	static_vbp_17	1	19690705
lineorder.lo_supplycost	static_vbp_17	2	19493060
lineorder.lo_supplycost	static_vbp_17	3	19878914
lineorder.lo_supplycost	static_vbp_18	1	19557712
lineorder.lo_supplycost	static_vbp_18	2	19496142
lineorder.lo_supplycost	static_vbp_18	3	19830400
lineorder.lo_supplycost	static_vbp_24	1	19766698
lineorder.lo_supplycost	static_vbp_24	2	19900037
lineorder.lo_supplycost	static_vbp_24	3	19964703
lineorder.lo_supplycost	static_vbp_32	1	20358898
lineorder.lo_supplycost	static_vbp_32	2	20348767
lineorder.lo_supplycost	static_vbp_32	3	20271462
lineorder.lo_orderdate	static_vbp_25	1	19906534
lineorder.lo_orderdate	static_vbp_25	2	19951554
lineorder.lo_orderdate	static_vbp_25	3	19994422
lineorder.lo_orderdate	static_vbp_26	1	19837505
lineorder.lo_orderdate	static_vbp_26	2	19984372
lineorder.lo_orderdate	static_vbp_26	3	19916512
lineorder.lo_orderdate	static_vbp_32	1	20183998
lineorder.lo_orderdate	static_vbp_32	2	20231749
lineorder.lo_orderdate	static_vbp_32	3	20003827
customer.c_custkey	static_vbp_22	1	20024405
customer.c_custkey	static_vbp_22	2	19950479
customer.c_custkey	static_vbp_22	3	20090851
customer.c_custkey	static_vbp_24	1	20266377
customer.c_custkey	static_vbp_24	2	20433627
customer.c_custkey	static_vbp_24	3	20254073
customer.c_custkey	static_vbp_32	1	19854315
customer.c_custkey	static_vbp_32	2	19836096
customer.c_custkey	static_vbp_32	3	20218006
customer.c_region	static_vbp_3	1	20061085
customer.c_region	static_vbp_3	2	20117303
customer.c_region	static_vbp_3	3	19909647
customer.c_region	static_vbp_4	1	19966484
customer.c_region	static_vbp_4	2	20142592
customer.c_region	static_vbp_4	3	19900660
customer.c_region	static_vbp_8	1	20209052
customer.c_region	static_vbp_8	2	20425948
customer.c_region	static_vbp_8	3	20348585
customer.c_region	dynamic_vbp	1	20134821
customer.c_region	dynamic_vbp	2	20063843
customer.c_region	dynamic_vbp	3	19937663
customer.c_region	delta+dynamic_vbp	1	19914466
customer.c_region	delta+dynamic_vbp	2	20231639
customer.c_region	delta+dynamic_vbp	3	19981971
customer.c_region	for+dynamic_vbp	1	20432707
customer.c_region	for+dynamic_vbp	2	20395700
customer.c_region	for+dynamic_vbp	3	20260887
date.d_year	static_vbp_11	1	20218752
date.d_year	static_vbp_11	2	20263089
date.d_year	static_vbp_11	3	20287250
date.d_year	static_vbp_12	1	20471855
date.d_year	static_vbp_12	2	20475243
date.d_year	static_vbp_12	3	20440472
date.d_year	static_vbp_16	1	20143249
date.d_year	static_vbp_16	2	19832381
date.d_year	static_vbp_16	3	20175248
supplier.s_suppkey	static_vbp_18	1	20203741
supplier.s_suppkey	static_vbp_18	2	19911193
supplier.s_suppkey	static_vbp_18	3	20165768
supplier.s_suppkey	static_vbp_24	1	20133220
supplier.s_suppkey	static_vbp_24	2	20170140
supplier.s_suppkey	static_vbp_24	3	19990395
supplier.s_suppkey	static_vbp_32	1	20018968
supplier.s_suppkey	static_vbp_32	2	20120356
supplier.s_suppkey	static_vbp_32	3	20038754
supplier.s_region	static_vbp_3	1	20147508
supplier.s_region	static_vbp_3	2	19896008
supplier.s_region	static_vbp_3	3	19809215
supplier.s_region	static_vbp_4	1	20147164
supplier.s_region	static_vbp_4	2	20326378
supplier.s_region	static_vbp_4	3	20311269
supplier.s_region	static_vbp_8	1	20122012
supplier.s_region	static_vbp_8	2	20120435
supplier.s_region	static_vbp_8	3	20114518
supplier.s_region	dynamic_vbp	1	19946251
supplier.s_region	dynamic_vbp	2	20195903
supplier.s_region	dynamic_vbp	3	19876096
supplier.s_region	delta+dynamic_vbp	1	20453434
supplier.s_region	delta+dynamic_vbp	2	20433969
supplier.s_region	delta+dynamic_vbp	3	20175282
supplier.s_region	for+dynamic_vbp	1	20326748
supplier.s_region	for+dynamic_vbp	2	20189594
supplier.s_region	for+dynamic_vbp	3	20348851
lineorder.lo_custkey	static_vbp_22	1	20195393
lineorder.lo_custkey	static_vbp_22	2	20183558
lineorder.lo_custkey	static_vbp_22	3	20229651
lineorder.lo_custkey	static_vbp_24	1	19652320
lineorder.lo_custkey	static_vbp_24	2	19565886
lineorder.lo_custkey	static_vbp_24	3	19699065
lineorder.lo_custkey	static_vbp_32	1	20188658
lineorder.lo_custkey	static_vbp_32	2	20169930
lineorder.lo_custkey	static_vbp_32	3	19898007
customer.c_nation	static_vbp_5	1	20487696
customer.c_nation	static_vbp_5	2	20487217
customer.c_nation	static_vbp_5	3	20490925
customer.c_nation	static_vbp_6	1	19910777
customer.c_nation	static_vbp_6	2	20070302
customer.c_nation	static_vbp_6	3	20099919
customer.c_nation	static_vbp_8	1	20135173
customer.c_nation	static_vbp_8	2	20055434
customer.c_nation	static_vbp_8	3	20119617
lineorder.lo_suppkey	static_vbp_18	1	19945412
lineorder.lo_suppkey	static_vbp_18	2	19734633
lineorder.lo_suppkey	static_vbp_18	3	19726691
lineorder.lo_suppkey	static_vbp_24	1	20055469
lineorder.lo_suppkey	static_vbp_24	2	19984703
lineorder.lo_suppkey	static_vbp_24	3	19880872
lineorder.lo_suppkey	static_vbp_32	1	19592879
lineorder.lo_suppkey	static_vbp_32	2	19685027
lineorder.lo_suppkey	static_vbp_32	3	19922454
part.p_partkey	static_vbp_21	1	20161547
part.p_partkey	static_vbp_21	2	20138350
part.p_partkey	static_vbp_21	3	20021658
part.p_partkey	static_vbp_22	1	20117217
part.p_partkey	static_vbp_22	2	20066436
part.p_partkey	static_vbp_22	3	20209975
part.p_partkey	static_vbp_24	1	20119249
part.p_partkey	static_vbp_24	2	20113010
part.p_partkey	static_vbp_24	3	20170824
part.p_partkey	static_vbp_32	1	20162661
part.p_partkey	static_vbp_32	2	20059647
part.p_partkey	static_vbp_32	3	20345507
lineorder.lo_partkey	static_vbp_20	1	19556803
lineorder.lo_partkey	static_vbp_20	2	19383867
lineorder.lo_partkey	static_vbp_20	3	19383946
lineorder.lo_partkey	static_vbp_24	1	19446375
lineorder.lo_partkey	static_vbp_24	2	19444428
lineorder.lo_partkey	static_vbp_24	3	19300869
lineorder.lo_partkey	static_vbp_32	1	19946795
lineorder.lo_partkey	static_vbp_32	2	19902660
lineorder.lo_partkey	static_vbp_32	3	19617411
lineorder.lo_partkey	dynamic_vbp	1	20235741
lineorder.lo_partkey	dynamic_vbp	2	20004349
lineorder.lo_partkey	dynamic_vbp	3	19984064
lineorder.lo_partkey	delta+dynamic_vbp	1	19533457
lineorder.lo_partkey	delta+dynamic_vbp	2	19881932
lineorder.lo_partkey	delta+dynamic_vbp	3	19854182
lineorder.lo_partkey	for+dynamic_vbp	1	19731779
lineorder.lo_partkey	for+dynamic_vbp	2	19438125
lineorder.lo_partkey	for+dynamic_vbp	3	19421174
X_81	static_vbp_21	1	20249374
X_81	static_vbp_21	2	20229722
X_81	static_vbp_21	3	20243229
X_81	static_vbp_22	1	20231409
X_81	static_vbp_22	2	20399399
X_81	static_vbp_22	3	20214216
X_81	static_vbp_24	1	20233353
X_81	static_vbp_24	2	20407490
X_81	static_vbp_24	3	20423043
X_81	static_vbp_32	1	20097269
X_81	static_vbp_32	2	20074027
X_81	static_vbp_32	3	20251417
X_81	dynamic_vbp	1	20282582
X_81	dynamic_vbp	2	20138778
X_81	dynamic_vbp	3	20316822
X_81	delta+dynamic_vbp	1	20179095
X_81	delta+dynamic_vbp	2	20036347
X_81	delta+dynamic_vbp	3	20155945
X_81	for+dynamic_vbp	1	20398589
X_81	for+dynamic_vbp	2	20403653
X_81	for+dynamic_vbp	3	20041786
X_83	static_vbp_30	1	19030341
X_83	static_vbp_30	2	19109806
X_83	static_vbp_30	3	19330746
X_83	static_vbp_32	1	19461883
X_83	static_vbp_32	2	19478354
X_83	static_vbp_32	3	19334431
X_83	dynamic_vbp	1	19438541
X_83	dynamic_vbp	2	19584205
X_83	dynamic_vbp	3	19670670
X_83	delta+dynamic_vbp	1	19394336
X_83	delta+dynamic_vbp	2	19238849
X_83	delta+dynamic_vbp	3	19150648
X_83	for+dynamic_vbp	1	19899027
X_83	for+dynamic_vbp	2	19877690
X_83	for+dynamic_vbp	3	19890127
X_91	static_vbp_18	1	19903065
X_91	static_vbp_18	2	19768534
X_91	static_vbp_18	3	19616019
X_91	static_vbp_24	1	19708553
X_91	static_vbp_24	2	19541607
X_91	static_vbp_24	3	19875861
X_91	static_vbp_32	1	19632255
X_91	static_vbp_32	2	19523730
X_91	static_vbp_32	3	19345770
X_91	dynamic_vbp	1	20083170
X_91	dynamic_vbp	2	19951150
X_91	dynamic_vbp	3	20093727
X_91	delta+dynamic_vbp	1	19987895
X_91	delta+dynamic_vbp	2	20067336
X_91	delta+dynamic_vbp	3	20058941
X_91	for+dynamic_vbp	1	19358802
X_91	for+dynamic_vbp	2	19407939
X_91	for+dynamic_vbp	3	19465136
C_115	static_vbp_18	1	19953794
C_115	static_vbp_18	2	20010738
C_115	static_vbp_18	3	19813729
C_115	static_vbp_24	1	19962637
C_115	static_vbp_24	2	20082737
C_115	static_vbp_24	3	19775233
C_115	static_vbp_32	1	20171195
C_115	static_vbp_32	2	20352638
C_115	static_vbp_32	3	20373814
C_115	dynamic_vbp	1	20118635
C_115	dynamic_vbp	2	20115381
C_115	dynamic_vbp	3	19781718
C_115	delta+dynamic_vbp	1	20111823
C_115	delta+dynamic_vbp	2	20158040
C_115	delta+dynamic_vbp	3	20148353
C_115	for+dynamic_vbp	1	20404938
C_115	for+dynamic_vbp	2	20234198
C_115	for+dynamic_vbp	3	20402103
X_117	static_vbp_18	1	20152084
X_117	static_vbp_18	2	20275726
X_117	static_vbp_18	3	20279140
X_117	static_vbp_24	1	19749042
X_117	static_vbp_24	2	19946951
