colName	format	repetition	runtime
date.d_year	uncompr	1	9725580
date.d_year	uncompr	2	9721999
date.d_year	uncompr	3	9640529
date.d_year	static_vbp_11	1	9701920
date.d_year	static_vbp_11	2	9738076
date.d_year	static_vbp_11	3	9748864
date.d_year	static_vbp_12	1	9711276
date.d_year	static_vbp_12	2	9757386
date.d_year	static_vbp_12	3	9747054
date.d_year	static_vbp_16	1	10159154
date.d_year	static_vbp_16	2	10062433
date.d_year	static_vbp_16	3	10097662
part.p_brand	static_vbp_10	1	10186691
part.p_brand	static_vbp_10	2	10162707
part.p_brand	static_vbp_10	3	10146486
part.p_brand	static_vbp_16	1	9652936
part.p_brand	static_vbp_16	2	9664703
part.p_brand	static_vbp_16	3	9664287
lineorder.lo_supplycost	static_vbp_17	1	9425647
lineorder.lo_supplycost	static_vbp_17	2	9452091
lineorder.lo_supplycost	static_vbp_17	3	9499033
lineorder.lo_supplycost	static_vbp_18	1	9473962
lineorder.lo_supplycost	static_vbp_18	2	9484799
lineorder.lo_supplycost	static_vbp_18	3	9514438
lineorder.lo_supplycost	static_vbp_24	1	9562388
lineorder.lo_supplycost	static_vbp_24	2	9567023
lineorder.lo_supplycost	static_vbp_24	3	9494397
lineorder.lo_supplycost	static_vbp_32	1	9554207
lineorder.lo_supplycost	static_vbp_32	2	9498408
lineorder.lo_supplycost	static_vbp_32	3	9542907
customer.c_custkey	static_vbp_22	1	9610005
customer.c_custkey	static_vbp_22	2	9728409
customer.c_custkey	static_vbp_22	3	9731981
customer.c_custkey	static_vbp_24	1	9750124
customer.c_custkey	static_vbp_24	2	9746863
customer.c_custkey	static_vbp_24	3	9747414
customer.c_custkey	static_vbp_32	1	10036937
customer.c_custkey	static_vbp_32	2	10097930
customer.c_custkey	static_vbp_32	3	10031644
customer.c_region	static_vbp_3	1	9681598
customer.c_region	static_vbp_3	2	9768233
customer.c_region	static_vbp_3	3	9689849
customer.c_region	static_vbp_4	1	10091298
customer.c_region	static_vbp_4	2	10035102
customer.c_region	static_vbp_4	3	10130495
customer.c_region	static_vbp_8	1	9757318
customer.c_region	static_vbp_8	2	9705606
customer.c_region	static_vbp_8	3	9737526
customer.c_region	dynamic_vbp	1	10147763
customer.c_region	dynamic_vbp	2	10155312
customer.c_region	dynamic_vbp	3	10191894
customer.c_region	delta+dynamic_vbp	1	9979930
customer.c_region	delta+dynamic_vbp	2	9909233
customer.c_region	delta+dynamic_vbp	3	10044459
customer.c_region	for+dynamic_vbp	1	9624619
customer.c_region	for+dynamic_vbp	2	9676700
customer.c_region	for+dynamic_vbp	3	9727326
lineorder.lo_custkey	static_vbp_22	1	9595146
lineorder.lo_custkey	static_vbp_22	2	9570961
lineorder.lo_custkey	static_vbp_22	3	9541464
lineorder.lo_custkey	static_vbp_24	1	9761510
lineorder.lo_custkey	static_vbp_24	2	9794650
lineorder.lo_custkey	static_vbp_24	3	9945277
lineorder.lo_custkey	static_vbp_32	1	9512332
lineorder.lo_custkey	static_vbp_32	2	9608392
lineorder.lo_custkey	static_vbp_32	3	9599499
supplier.s_suppkey	static_vbp_18	1	9733363
supplier.s_suppkey	static_vbp_18	2	9742466
supplier.s_suppkey	static_vbp_18	3	9759639
supplier.s_suppkey	static_vbp_24	1	10133032
supplier.s_suppkey	static_vbp_24	2	10052089
supplier.s_suppkey	static_vbp_24	3	10115183
supplier.s_suppkey	static_vbp_32	1	9707892
supplier.s_suppkey	static_vbp_32	2	9706862
supplier.s_suppkey	static_vbp_32	3	9720606
supplier.s_nation	static_vbp_5	1	9776194
supplier.s_nation	static_vbp_5	2	9688488
