colName	format	repetition	runtime
customer.c_city	uncompr	1	2153027
customer.c_city	uncompr	2	2180554
customer.c_city	uncompr	3	2256231
customer.c_city	static_vbp_8	1	2116045
customer.c_city	static_vbp_8	2	2127708
customer.c_city	static_vbp_8	3	2097330
customer.c_city	static_vbp_16	1	2136328
customer.c_city	static_vbp_16	2	2204241
customer.c_city	static_vbp_16	3	2222106
date.d_datekey	static_vbp_25	1	2080393
date.d_datekey	static_vbp_25	2	2109503
date.d_datekey	static_vbp_25	3	2130440
date.d_datekey	static_vbp_26	1	2164823
date.d_datekey	static_vbp_26	2	2173740
date.d_datekey	static_vbp_26	3	2191368
date.d_datekey	static_vbp_32	1	2181175
date.d_datekey	static_vbp_32	2	2128000
date.d_datekey	static_vbp_32	3	2116213
date.d_yearmonth	static_vbp_7	1	2143487
date.d_yearmonth	static_vbp_7	2	2209782
date.d_yearmonth	static_vbp_7	3	2082913
date.d_yearmonth	static_vbp_8	1	2205038
date.d_yearmonth	static_vbp_8	2	2099737
date.d_yearmonth	static_vbp_8	3	2067077
date.d_yearmonth	dynamic_vbp	1	2138505
date.d_yearmonth	dynamic_vbp	2	2196225
date.d_yearmonth	dynamic_vbp	3	2093668
date.d_yearmonth	delta+dynamic_vbp	1	2237264
date.d_yearmonth	delta+dynamic_vbp	2	2184921
date.d_yearmonth	delta+dynamic_vbp	3	2121768
date.d_yearmonth	for+dynamic_vbp	1	2210862
date.d_yearmonth	for+dynamic_vbp	2	2211781
date.d_yearmonth	for+dynamic_vbp	3	2176447
lineorder.lo_orderdate	static_vbp_25	1	2132582
lineorder.lo_orderdate	static_vbp_25	2	2230073
lineorder.lo_orderdate	static_vbp_25	3	2102977
lineorder.lo_orderdate	static_vbp_26	1	2109895
lineorder.lo_orderdate	static_vbp_26	2	2181618
lineorder.lo_orderdate	static_vbp_26	3	2172876
lineorder.lo_orderdate	static_vbp_32	1	2054959
lineorder.lo_orderdate	static_vbp_32	2	2043847
lineorder.lo_orderdate	static_vbp_32	3	2141515
supplier.s_suppkey	static_vbp_18	1	2119703
supplier.s_suppkey	static_vbp_18	2	2108818
supplier.s_suppkey	static_vbp_18	3	2248969
supplier.s_suppkey	static_vbp_24	1	2096058
supplier.s_suppkey	static_vbp_24	2	2141314
supplier.s_suppkey	static_vbp_24	3	2124324
supplier.s_suppkey	static_vbp_32	1	2157189
supplier.s_suppkey	static_vbp_32	2	2181710
supplier.s_suppkey	static_vbp_32	3	2120572
date.d_year	static_vbp_11	1	2093300
date.d_year	static_vbp_11	2	2220408
date.d_year	static_vbp_11	3	2157652
date.d_year	static_vbp_12	1	2130624
date.d_year	static_vbp_12	2	2168915
date.d_year	static_vbp_12	3	2072001
date.d_year	static_vbp_16	1	2119568
date.d_year	static_vbp_16	2	2179644
date.d_year	static_vbp_16	3	2178602
supplier.s_city	static_vbp_8	1	2065777
supplier.s_city	static_vbp_8	2	2090132
supplier.s_city	static_vbp_8	3	2101160
supplier.s_city	static_vbp_16	1	2081167
supplier.s_city	static_vbp_16	2	2103676
supplier.s_city	static_vbp_16	3	2145887
lineorder.lo_suppkey	static_vbp_18	1	2042806
lineorder.lo_suppkey	static_vbp_18	2	2202349
lineorder.lo_suppkey	static_vbp_18	3	2062435
lineorder.lo_suppkey	static_vbp_24	1	2093533
lineorder.lo_suppkey	static_vbp_24	2	2095205
lineorder.lo_suppkey	static_vbp_24	3	2054989
lineorder.lo_suppkey	static_vbp_32	1	2051951
lineorder.lo_suppkey	static_vbp_32	2	2070548
lineorder.lo_suppkey	static_vbp_32	3	2065670
lineorder.lo_revenue	static_vbp_24	1	2289897
lineorder.lo_revenue	static_vbp_24	2	2108734
lineorder.lo_revenue	static_vbp_24	3	2089460
lineorder.lo_revenue	static_vbp_32	1	2049236
lineorder.lo_revenue	static_vbp_32	2	2061701
lineorder.lo_revenue	static_vbp_32	3	2050107
lineorder.lo_custkey	static_vbp_22	1	1625469
lineorder.lo_custkey	static_vbp_22	2	1660102
lineorder.lo_custkey	static_vbp_22	3	1631891
lineorder.lo_custkey	static_vbp_24	1	1517869
lineorder.lo_custkey	static_vbp_24	2	1543194
lineorder.lo_custkey	static_vbp_24	3	1593106
lineorder.lo_custkey	static_vbp_32	1	1620325
lineorder.lo_custkey	static_vbp_32	2	1685181
lineorder.lo_custkey	static_vbp_32	3	1632239
lineorder.lo_custkey	dynamic_vbp	1	2258722
lineorder.lo_custkey	dynamic_vbp	2	1906922
lineorder.lo_custkey	dynamic_vbp	3	1943380
lineorder.lo_custkey	delta+dynamic_vbp	1	2177345
lineorder.lo_custkey	delta+dynamic_vbp	2	2140978
lineorder.lo_custkey	delta+dynamic_vbp	3	2170165
lineorder.lo_custkey	for+dynamic_vbp	1	1789210
lineorder.lo_custkey	for+dynamic_vbp	2	1759234
lineorder.lo_custkey	for+dynamic_vbp	3	1765492
customer.c_custkey	static_vbp_22	1	2157266
customer.c_custkey	static_vbp_22	2	2173317
customer.c_custkey	static_vbp_22	3	2156506
customer.c_custkey	static_vbp_24	1	2063332
customer.c_custkey	static_vbp_24	2	2105170
customer.c_custkey	static_vbp_24	3	2132447
customer.c_custkey	static_vbp_32	1	2159571
customer.c_custkey	static_vbp_32	2	2228375
customer.c_custkey	static_vbp_32	3	2089449
X_68	static_vbp_22	1	2132292
X_68	static_vbp_22	2	2152006
X_68	static_vbp_22	3	2205329
X_68	static_vbp_24	1	2169090
X_68	static_vbp_24	2	2091212
X_68	static_vbp_24	3	2122628
X_68	static_vbp_32	1	2195199
X_68	static_vbp_32	2	2242508
X_68	static_vbp_32	3	2193672
X_68	dynamic_vbp	1	2624475
X_68	dynamic_vbp	2	2676453
X_68	dynamic_vbp	3	2585552
X_68	delta+dynamic_vbp	1	2152838
X_68	delta+dynamic_vbp	2	2087802
X_68	delta+dynamic_vbp	3	2080148
X_68	for+dynamic_vbp	1	2163436
X_68	for+dynamic_vbp	2	2064796
X_68	for+dynamic_vbp	3	2030454
