colName	format	repetition	runtime
lineorder.lo_discount	uncompr	1	7240672
lineorder.lo_discount	uncompr	2	7304251
lineorder.lo_discount	uncompr	3	7187731
lineorder.lo_discount	static_vbp_4	1	6767600
lineorder.lo_discount	static_vbp_4	2	6800269
lineorder.lo_discount	static_vbp_4	3	6775715
lineorder.lo_discount	static_vbp_8	1	6700954
lineorder.lo_discount	static_vbp_8	2	6744492
lineorder.lo_discount	static_vbp_8	3	6744305
lineorder.lo_extendedprice	static_vbp_24	1	7103763
lineorder.lo_extendedprice	static_vbp_24	2	7131903
lineorder.lo_extendedprice	static_vbp_24	3	7086035
lineorder.lo_extendedprice	static_vbp_32	1	7166896
lineorder.lo_extendedprice	static_vbp_32	2	7185652
lineorder.lo_extendedprice	static_vbp_32	3	7149965
date.d_year	static_vbp_11	1	7389082
date.d_year	static_vbp_11	2	7394511
date.d_year	static_vbp_11	3	7327900
date.d_year	static_vbp_12	1	7240464
date.d_year	static_vbp_12	2	7244682
date.d_year	static_vbp_12	3	7223956
date.d_year	static_vbp_16	1	7380240
date.d_year	static_vbp_16	2	7366345
date.d_year	static_vbp_16	3	7400746
date.d_year	dynamic_vbp	1	7432599
date.d_year	dynamic_vbp	2	7458482
date.d_year	dynamic_vbp	3	7389574
date.d_year	delta+dynamic_vbp	1	7335629
date.d_year	delta+dynamic_vbp	2	7340983
date.d_year	delta+dynamic_vbp	3	7421417
date.d_year	for+dynamic_vbp	1	7342685
date.d_year	for+dynamic_vbp	2	7379411
date.d_year	for+dynamic_vbp	3	7363598
lineorder.lo_orderdate	static_vbp_25	1	7080173
lineorder.lo_orderdate	static_vbp_25	2	7113870
lineorder.lo_orderdate	static_vbp_25	3	7121118
lineorder.lo_orderdate	static_vbp_26	1	7102097
lineorder.lo_orderdate	static_vbp_26	2	7071322
lineorder.lo_orderdate	static_vbp_26	3	7109326
lineorder.lo_orderdate	static_vbp_32	1	7123573
lineorder.lo_orderdate	static_vbp_32	2	7174597
lineorder.lo_orderdate	static_vbp_32	3	7121915
date.d_datekey	static_vbp_25	1	7231284
date.d_datekey	static_vbp_25	2	7264750
date.d_datekey	static_vbp_25	3	7275831
date.d_datekey	static_vbp_26	1	7268607
date.d_datekey	static_vbp_26	2	7296841
date.d_datekey	static_vbp_26	3	7242784
date.d_datekey	static_vbp_32	1	7418352
date.d_datekey	static_vbp_32	2	7416895
date.d_datekey	static_vbp_32	3	7392867
lineorder.lo_quantity	static_vbp_6	1	7040602
lineorder.lo_quantity	static_vbp_6	2	7103798
lineorder.lo_quantity	static_vbp_6	3	7087643
lineorder.lo_quantity	static_vbp_8	1	7135335
lineorder.lo_quantity	static_vbp_8	2	7139935
lineorder.lo_quantity	static_vbp_8	3	7094752
lineorder.lo_quantity	dynamic_vbp	1	7283375
lineorder.lo_quantity	dynamic_vbp	2	7251305
lineorder.lo_quantity	dynamic_vbp	3	7226327
lineorder.lo_quantity	delta+dynamic_vbp	1	7735978
lineorder.lo_quantity	delta+dynamic_vbp	2	7716979
lineorder.lo_quantity	delta+dynamic_vbp	3	7729980
lineorder.lo_quantity	for+dynamic_vbp	1	7204735
lineorder.lo_quantity	for+dynamic_vbp	2	7167935
lineorder.lo_quantity	for+dynamic_vbp	3	7078399
X_55	static_vbp_25	1	7616166
X_55	static_vbp_25	2	7650100
X_55	static_vbp_25	3	7586370
X_55	static_vbp_26	1	7564167
X_55	static_vbp_26	2	7593954
X_55	static_vbp_26	3	7622610
X_55	static_vbp_32	1	7659419
X_55	static_vbp_32	2	7601154
X_55	static_vbp_32	3	7628253
X_55	dynamic_vbp	1	7638342
X_55	dynamic_vbp	2	7608460
X_55	dynamic_vbp	3	7608227
X_55	delta+dynamic_vbp	1	7656568
X_55	delta+dynamic_vbp	2	7704215
X_55	delta+dynamic_vbp	3	7655545
X_55	for+dynamic_vbp	1	7552774
X_55	for+dynamic_vbp	2	7604882
X_55	for+dynamic_vbp	3	7624391
C_77	static_vbp_10	1	7535033
C_77	static_vbp_10	2	7580118
C_77	static_vbp_10	3	7643322
C_77	static_vbp_16	1	7625654
C_77	static_vbp_16	2	7590182
C_77	static_vbp_16	3	7687595
C_77	dynamic_vbp	1	7674803
C_77	dynamic_vbp	2	7670128
C_77	dynamic_vbp	3	7720447
C_77	delta+dynamic_vbp	1	7659045
C_77	delta+dynamic_vbp	2	7660109
C_77	delta+dynamic_vbp	3	7712680
C_77	for+dynamic_vbp	1	7625213
C_77	for+dynamic_vbp	2	7580822
C_77	for+dynamic_vbp	3	7527693
X_79	static_vbp_25	1	7542965
X_79	static_vbp_25	2	7545103
X_79	static_vbp_25	3	7534579
X_79	static_vbp_26	1	7643692
X_79	static_vbp_26	2	7556644
X_79	static_vbp_26	3	7565688
X_79	static_vbp_32	1	7715701
X_79	static_vbp_32	2	7759550
X_79	static_vbp_32	3	7715884
X_79	dynamic_vbp	1	7709422
X_79	dynamic_vbp	2	7744388
X_79	dynamic_vbp	3	7708652
X_79	delta+dynamic_vbp	1	7526817
X_79	delta+dynamic_vbp	2	7513004
X_79	delta+dynamic_vbp	3	7574491
X_79	for+dynamic_vbp	1	7643546
X_79	for+dynamic_vbp	2	7697090
X_79	for+dynamic_vbp	3	7664794
X_81	static_vbp_27	1	7641961
X_81	static_vbp_27	2	7687895
X_81	static_vbp_27	3	7613363
X_81	static_vbp_28	1	7643021
X_81	static_vbp_28	2	7716337
X_81	static_vbp_28	3	7685463
X_81	static_vbp_32	1	7596931
X_81	static_vbp_32	2	7535270
X_81	static_vbp_32	3	7566502
X_81	dynamic_vbp	1	7569066
X_81	dynamic_vbp	2	7615257
X_81	dynamic_vbp	3	7551294
X_81	delta+dynamic_vbp	1	7623957
X_81	delta+dynamic_vbp	2	7559859
X_81	delta+dynamic_vbp	3	7621717
X_81	for+dynamic_vbp	1	7607494
X_81	for+dynamic_vbp	2	7660814
X_81	for+dynamic_vbp	3	7642106
X_89_0	static_vbp_23	1	7544514
X_89_0	static_vbp_23	2	7484384
X_89_0	static_vbp_23	3	7526335
X_89_0	static_vbp_24	1	7463768
X_89_0	static_vbp_24	2	7421156
X_89_0	static_vbp_24	3	7492041
X_89_0	static_vbp_32	1	7635795
X_89_0	static_vbp_32	2	7641486
X_89_0	static_vbp_32	3	7647491
X_90_0	static_vbp_2	1	7432945
X_90_0	static_vbp_2	2	7475053
X_90_0	static_vbp_2	3	7521471
X_90_0	static_vbp_8	1	7486217
X_90_0	static_vbp_8	2	7450855
X_90_0	static_vbp_8	3	7503832
