colName	format	repetition	runtime
lineorder.lo_discount	uncompr	1	4498193
lineorder.lo_discount	uncompr	2	4530935
lineorder.lo_discount	uncompr	3	4484605
lineorder.lo_discount	static_vbp_4	1	4031918
lineorder.lo_discount	static_vbp_4	2	4017697
lineorder.lo_discount	static_vbp_4	3	4038249
lineorder.lo_discount	static_vbp_8	1	4081885
lineorder.lo_discount	static_vbp_8	2	4069893
lineorder.lo_discount	static_vbp_8	3	4061151
lineorder.lo_extendedprice	static_vbp_24	1	4413290
lineorder.lo_extendedprice	static_vbp_24	2	4433006
lineorder.lo_extendedprice	static_vbp_24	3	4451745
lineorder.lo_extendedprice	static_vbp_32	1	4423227
lineorder.lo_extendedprice	static_vbp_32	2	4494078
lineorder.lo_extendedprice	static_vbp_32	3	4448286
date.d_yearmonthnum	static_vbp_18	1	4561543
date.d_yearmonthnum	static_vbp_18	2	4515867
date.d_yearmonthnum	static_vbp_18	3	4555846
date.d_yearmonthnum	static_vbp_24	1	4541506
date.d_yearmonthnum	static_vbp_24	2	4504295
date.d_yearmonthnum	static_vbp_24	3	4553160
date.d_yearmonthnum	static_vbp_32	1	4525347
date.d_yearmonthnum	static_vbp_32	2	4526268
date.d_yearmonthnum	static_vbp_32	3	4490327
date.d_yearmonthnum	dynamic_vbp	1	4508953
date.d_yearmonthnum	dynamic_vbp	2	4538086
date.d_yearmonthnum	dynamic_vbp	3	4556435
date.d_yearmonthnum	delta+dynamic_vbp	1	4504816
date.d_yearmonthnum	delta+dynamic_vbp	2	4539771
date.d_yearmonthnum	delta+dynamic_vbp	3	4521518
date.d_yearmonthnum	for+dynamic_vbp	1	4500694
date.d_yearmonthnum	for+dynamic_vbp	2	4532394
date.d_yearmonthnum	for+dynamic_vbp	3	4519465
lineorder.lo_orderdate	static_vbp_25	1	4472097
lineorder.lo_orderdate	static_vbp_25	2	4456723
lineorder.lo_orderdate	static_vbp_25	3	4452614
lineorder.lo_orderdate	static_vbp_26	1	4446293
lineorder.lo_orderdate	static_vbp_26	2	4477294
lineorder.lo_orderdate	static_vbp_26	3	4469594
lineorder.lo_orderdate	static_vbp_32	1	4464328
lineorder.lo_orderdate	static_vbp_32	2	4416056
lineorder.lo_orderdate	static_vbp_32	3	4393104
date.d_datekey	static_vbp_25	1	4495296
date.d_datekey	static_vbp_25	2	4500825
date.d_datekey	static_vbp_25	3	4520257
date.d_datekey	static_vbp_26	1	4494616
date.d_datekey	static_vbp_26	2	4531388
date.d_datekey	static_vbp_26	3	4540382
date.d_datekey	static_vbp_32	1	4481626
date.d_datekey	static_vbp_32	2	4555458
date.d_datekey	static_vbp_32	3	4545681
lineorder.lo_quantity	static_vbp_6	1	4274786
lineorder.lo_quantity	static_vbp_6	2	4281679
lineorder.lo_quantity	static_vbp_6	3	4281105
lineorder.lo_quantity	static_vbp_8	1	4266779
lineorder.lo_quantity	static_vbp_8	2	4296497
lineorder.lo_quantity	static_vbp_8	3	4273531
lineorder.lo_quantity	dynamic_vbp	1	4313973
lineorder.lo_quantity	dynamic_vbp	2	4303818
lineorder.lo_quantity	dynamic_vbp	3	4311707
lineorder.lo_quantity	delta+dynamic_vbp	1	4783707
lineorder.lo_quantity	delta+dynamic_vbp	2	4790969
lineorder.lo_quantity	delta+dynamic_vbp	3	4829458
lineorder.lo_quantity	for+dynamic_vbp	1	4380273
lineorder.lo_quantity	for+dynamic_vbp	2	4353539
lineorder.lo_quantity	for+dynamic_vbp	3	4377610
X_57	static_vbp_25	1	4831331
X_57	static_vbp_25	2	4777295
X_57	static_vbp_25	3	4839108
X_57	static_vbp_26	1	4761238
X_57	static_vbp_26	2	4796664
X_57	static_vbp_26	3	4826001
X_57	static_vbp_32	1	4737999
X_57	static_vbp_32	2	4775230
X_57	static_vbp_32	3	4770351
X_57	dynamic_vbp	1	4751474
X_57	dynamic_vbp	2	4728050
X_57	dynamic_vbp	3	4780768
X_57	delta+dynamic_vbp	1	4875679
X_57	delta+dynamic_vbp	2	4856134
X_57	delta+dynamic_vbp	3	4891907
X_57	for+dynamic_vbp	1	4793995
X_57	for+dynamic_vbp	2	4764830
X_57	for+dynamic_vbp	3	4802392
C_79	static_vbp_10	1	4859555
C_79	static_vbp_10	2	4849242
C_79	static_vbp_10	3	4856459
C_79	static_vbp_16	1	4840278
C_79	static_vbp_16	2	4882470
C_79	static_vbp_16	3	4870946
C_79	dynamic_vbp	1	4901765
C_79	dynamic_vbp	2	4928927
C_79	dynamic_vbp	3	4867707
C_79	delta+dynamic_vbp	1	4869234
C_79	delta+dynamic_vbp	2	4830510
C_79	delta+dynamic_vbp	3	4892194
C_79	for+dynamic_vbp	1	4860761
C_79	for+dynamic_vbp	2	4855414
C_79	for+dynamic_vbp	3	4850474
X_81	static_vbp_25	1	4857849
X_81	static_vbp_25	2	4791908
X_81	static_vbp_25	3	4856940
X_81	static_vbp_26	1	4832527
X_81	static_vbp_26	2	4839024
X_81	static_vbp_26	3	4862616
X_81	static_vbp_32	1	4857313
X_81	static_vbp_32	2	4848738
X_81	static_vbp_32	3	4819997
X_81	dynamic_vbp	1	4911369
X_81	dynamic_vbp	2	4893110
X_81	dynamic_vbp	3	4867340
X_81	delta+dynamic_vbp	1	4922068
X_81	delta+dynamic_vbp	2	4891008
X_81	delta+dynamic_vbp	3	4933243
X_81	for+dynamic_vbp	1	4821144
X_81	for+dynamic_vbp	2	4815299
X_81	for+dynamic_vbp	3	4862105
X_83	static_vbp_25	1	4795220
X_83	static_vbp_25	2	4841560
X_83	static_vbp_25	3	4795937
X_83	static_vbp_26	1	4838042
X_83	static_vbp_26	2	4809048
X_83	static_vbp_26	3	4836810
X_83	static_vbp_32	1	4811347
X_83	static_vbp_32	2	4800259
X_83	static_vbp_32	3	4849604
X_83	dynamic_vbp	1	4804102
X_83	dynamic_vbp	2	4804031
X_83	dynamic_vbp	3	4845277
X_83	delta+dynamic_vbp	1	4814557
X_83	delta+dynamic_vbp	2	4815217
X_83	delta+dynamic_vbp	3	4814880
X_83	for+dynamic_vbp	1	4855440
X_83	for+dynamic_vbp	2	4857459
X_83	for+dynamic_vbp	3	4865006
X_91_0	static_vbp_23	1	4842783
X_91_0	static_vbp_23	2	4806672
X_91_0	static_vbp_23	3	4842649
X_91_0	static_vbp_24	1	4832193
X_91_0	static_vbp_24	2	4840248
X_91_0	static_vbp_24	3	4810174
X_91_0	static_vbp_32	1	4769421
X_91_0	static_vbp_32	2	4750882
X_91_0	static_vbp_32	3	4773927
X_92_0	static_vbp_3	1	4801134
X_92_0	static_vbp_3	2	4805156
X_92_0	static_vbp_3	3	4775084
X_92_0	static_vbp_4	1	4815048
X_92_0	static_vbp_4	2	4837057
X_92_0	static_vbp_4	3	4844867
X_92_0	static_vbp_8	1	4737215
X_92_0	static_vbp_8	2	4765292
X_92_0	static_vbp_8	3	4774142
