LogFilename: 2020-06-15-15:38:56_monitoringLog
JSonLogFilename: 2020-06-15-15:38:56_monitoringLog
[MEA]
opName	opIdx	runtime
query	0	6438269
select	1	5
select	2	3
merge_sorted	3	3
my_project_wit_t	4	17
join	5	3081115
my_project_wit_t	6	392789
select	7	774
my_project_wit_t	8	428
join	9	974654
my_project_wit_t	10	357626
my_project_wit_t	11	35722
select	12	136
my_project_wit_t	13	74
join	14	25809
my_project_wit_t	15	412488
my_project_wit_t	16	43012
my_project_wit_t	17	1269
select	18	1668
my_project_wit_t	19	1578
semi_join	20	24325
my_project_wit_t	21	224
my_project_wit_t	22	6128
my_project_wit_t	23	484
my_project_wit_t	24	175
my_project_wit_t	25	23
my_project_wit_t	26	231
my_project_wit_t	27	175
my_project_wit_t	28	10
my_project_wit_t	29	185031
my_project_wit_t	30	23094
my_project_wit_t	31	729
my_project_wit_t	32	94
group_vec	33	1271
group_vec	34	1232
group_vec	35	853
my_project_wit_t	36	1
my_project_wit_t	37	3
my_project_wit_t	38	1
my_project_wit_t	39	439013
my_project_wit_t	40	45052
my_project_wit_t	41	1165
my_project_wit_t	42	97
my_project_wit_t	43	344977
my_project_wit_t	44	32963
my_project_wit_t	45	1124
my_project_wit_t	46	211
calc_binary	47	177
agg_sum	48	48
[RES]
1997,232,141,222642068
1997,230,157,199156653
1997,238,128,265227514
1998,239,120,133264863
1998,236,141,127480484
1998,237,142,143930601
1997,239,148,278320134
1998,235,121,136764650
1998,231,129,157541972
1997,233,139,255303505
1998,236,156,143526283
1997,236,155,265659963
1997,237,151,293283401
1997,230,154,276166783
1997,237,158,252507559
1998,238,126,108194111
1997,231,133,267657628
1998,231,150,193534838
1997,238,130,299589170
1997,237,125,318171372
1998,236,122,157761447
1998,232,147,165587737
1997,237,156,253834942
1997,231,153,217916252
1997,235,128,244834309
1997,230,145,319867310
1997,233,155,229593487
1998,232,126,178148751
1998,237,140,111955405
1997,236,146,307216742
1997,232,152,229413765
1998,239,138,169758162
1997,234,133,239707797
1997,232,125,230317466
1997,236,126,175078821
1997,235,148,397002840
1997,235,150,229564941
1997,230,156,254071282
1998,235,123,135527600
1998,231,123,155028453
1997,237,145,287437557
1998,232,134,139875258
1997,230,131,266346300
1998,233,158,148404917
1998,238,142,117742115
1998,234,125,155909529
1997,233,146,302804776
1998,230,140,167375840
1997,238,136,227393196
1997,236,154,201896162
1998,231,156,157521837
1997,231,145,177306068
1998,230,157,126629405
1998,231,141,175519020
1997,232,137,281139600
1997,233,123,344475036
1998,239,155,150383451
1997,230,137,243349334
1998,237,136,130130505
1998,231,133,140442839
1998,239,146,177540194
1997,235,123,290845782
1997,231,157,309213621
1998,235,135,176803456
1998,230,151,116550784
1998,233,129,211528963
1997,235,153,239242895
1997,237,139,391587138
1997,231,142,292566169
1998,234,134,145892667
1998,231,149,125569132
1998,239,153,222183917
1998,235,154,152635571
1998,235,138,142426353
1998,230,122,207684654
1997,236,133,259561763
1998,231,143,149658370
1997,232,158,267246884
1997,230,158,250282137
1997,234,130,275216267
1997,235,131,266920696
1998,239,137,159203209
1997,236,123,286512158
1998,236,137,139879000
1997,239,147,257544262
1997,232,128,298035020
1997,238,125,256373646
1998,230,129,188209022
1998,233,147,176460511
1997,231,125,250340513
1998,233,131,174123877
1998,230,132,189436298
1998,230,125,146772812
1998,235,134,174322399
1997,235,129,224498389
1997,237,134,196740189
1997,238,134,240853239
1998,239,132,127159561
1998,238,156,170800783
1997,237,147,232106014
1998,239,121,178350593
1997,236,152,231739937
1997,235,133,271936485
1998,232,121,175071949
1997,231,148,192305449
1998,236,142,183066275
1997,235,126,249288165
1997,232,120,297256138
1998,235,129,158110768
1997,239,129,310730508
1997,237,150,294089319
1997,233,134,273216112
1997,231,120,285342703
1997,231,128,217531740
1998,232,143,137915151
1997,236,132,265716794
1997,232,123,170242699
1997,239,134,239304601
1997,235,154,223930806
1998,233,155,139355363
1998,237,152,166810783
1998,230,150,177265903
1997,234,135,301156090
1998,235,125,154709070
1997,233,140,306489865
1998,239,133,157911332
1997,231,135,218229537
1997,236,138,333881181
1998,235,130,227612971
1997,238,138,240889854
1997,237,144,274157700
1997,239,145,334887237
1998,239,150,157365331
1997,235,121,205964506
1997,239,125,283596278
1998,238,129,179325361
1997,239,127,263466161
1997,239,154,221843416
1998,236,143,204910210
1997,238,154,297754755
1998,239,140,162874154
1997,230,130,185219417
1997,238,120,284443759
1998,235,141,212543237
1997,236,143,255505872
1997,237,142,312437283
1997,235,127,286134292
1998,230,145,157278438
1997,234,138,334525647
1997,231,156,251576891
1998,230,139,216745297
1997,238,143,248332171
1997,239,138,270089703
1997,234,126,249254708
1997,232,159,252069040
1998,236,127,71815789
1997,234,142,291156852
1997,235,145,286215294
1997,239,151,311080684
1998,235,142,113402940
1997,239,144,309846023
1998,234,126,191230156
1998,235,158,162470096
1997,236,127,284681819
1998,237,130,175770679
1998,230,136,156277125
1998,232,139,163313323
1998,235,147,142027673
1998,236,145,151483728
1998,234,144,174089035
1997,233,153,310579595
1997,237,130,248670246
1998,239,156,106805025
1997,232,134,236735622
1998,234,157,122842443
1998,238,123,107515201
1997,237,148,240223194
1997,231,126,279960971
1998,238,131,103353295
1997,239,126,214906850
1997,233,129,207067945
1998,238,128,120321965
1998,232,148,132041645
1997,231,159,246952502
1998,230,137,174918353
1997,231,146,279729946
1997,239,122,308622053
1998,231,130,150822895
1997,239,140,192509321
1997,235,158,293098815
1997,237,146,316291648
1997,237,154,229669791
1997,237,153,268705268
1997,234,153,303406883
1997,238,140,199378385
1998,235,143,150703047
1997,233,122,289056512
1997,239,149,250993195
1997,234,146,271193108
1997,238,156,236539409
1997,234,150,221810950
