LogFilename: 2020-06-09-11:27:51_monitoringLog
JSonLogFilename: 2020-06-09-11:27:51_monitoringLog
[MEA]
opName	opIdx	runtime
query	0	1683256
select	1	1095
select	2	1092
merge_sorted	3	185
my_project_wit_t	4	274
join	5	1565727
my_project_wit_t	6	30147
select	7	82
select	8	45
merge_sorted	9	12
my_project_wit_t	10	23
join	11	11519
my_project_wit_t	12	30286
my_project_wit_t	13	259
select	14	2
my_project_wit_t	15	0
join	16	383
my_project_wit_t	17	30306
my_project_wit_t	18	230
my_project_wit_t	19	2
my_project_wit_t	20	15
my_project_wit_t	21	92
my_project_wit_t	22	1
my_project_wit_t	23	264
my_project_wit_t	24	10832
my_project_wit_t	25	247
my_project_wit_t	26	2
my_project_wit_t	27	5
my_project_wit_t	28	6
group_vec	29	14
group_vec	30	10
group_vec	31	6
my_project_wit_t	32	0
agg_sum	33	0
my_project_wit_t	34	0
my_project_wit_t	35	0
[RES]
221,221,1997,451127624
225,225,1997,479084411
225,221,1997,426168330
221,225,1997,390793767
