LogFilename: 2020-06-09-04:48:19_monitoringLog
JSonLogFilename: 2020-06-09-04:48:19_monitoringLog
[MEA]
opName	opIdx	runtime
query	0	7590262
select	1	274
my_project_wit_t	2	206
semi_join	3	4951282
my_project_wit_t	4	792798
select	5	933
my_project_wit_t	6	29
join	7	246662
my_project_wit_t	8	792781
my_project_wit_t	9	1902
join	10	1255
my_project_wit_t	11	20
my_project_wit_t	12	443
my_project_wit_t	13	451
my_project_wit_t	14	455
group_vec	15	2766
group_vec	16	3156
my_project_wit_t	17	0
my_project_wit_t	18	0
my_project_wit_t	19	792851
my_project_wit_t	20	1617
my_project_wit_t	21	186
agg_sum	22	131
[RES]
64122842794,1996,272
65442638804,1997,272
64644278336,1992,272
65753046406,1994,272
63849846112,1993,272
64613403961,1995,272
38990554470,1998,272
