LogFilename: 2020-06-09-01:23:55_monitoringLog
JSonLogFilename: 2020-06-09-01:23:55_monitoringLog
[MEA]
opName	opIdx	runtime
query	0	6065433
select	1	227
my_project_wit_t	2	264
semi_join	3	4016368
my_project_wit_t	4	614299
select	5	918
my_project_wit_t	6	30
join	7	246852
my_project_wit_t	8	592809
my_project_wit_t	9	1902
join	10	1249
my_project_wit_t	11	20
my_project_wit_t	12	443
my_project_wit_t	13	449
my_project_wit_t	14	448
group_vec	15	2730
group_vec	16	3609
my_project_wit_t	17	0
my_project_wit_t	18	0
my_project_wit_t	19	580858
my_project_wit_t	20	1577
my_project_wit_t	21	188
agg_sum	22	134
[RES]
64122842794,1996,272
65442638804,1997,272
64644278336,1992,272
65753046406,1994,272
63849846112,1993,272
64613403961,1995,272
38990554470,1998,272
